,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_FOZX01000017.1.region001,51.0,True,"(450.9, 2207.2)",P5<br>NZ_FOZX01000017.1.region001<br>['T3PKS']<br>alkylresorcinol<br>1.00,BGC,450.9,2207.2,0.50
BGC0000282,51.0,True,"(447.04, 2135.0)",BGC0000282<br>Polyketide<br>alkylresorcinol,MIBIG (KnownClusterBlast),447.04,2135.0,0.50
NZ_FOZX01000011.1.region001,9.0,True,"(891.72, 1373.5)",P5<br>NZ_FOZX01000011.1.region001<br>['terpene']<br>geosmin<br>1.00,BGC,891.72,1373.5,0.50
NZ_FOZX01000011.1.region002,10.0,True,"(981.07, 1537.5)",P5<br>NZ_FOZX01000011.1.region002<br>['terpene']<br>hopene<br>0.46,BGC,981.07,1537.5,0.50
NZ_FOZX01000002.1.region001,2.0,True,"(2091.5, 669.29)",P5<br>NZ_FOZX01000002.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2091.5,669.29,0.50
NZ_FOZX01000003.1.region001,26.0,True,"(1556.3, 1631.2)","P5<br>NZ_FOZX01000003.1.region001<br>['T1PKS', 'NRPS-like']<br>nystatin A1<br>0.68",BGC,1556.3,1631.2,0.50
BGC0000115,26.0,True,"(1474.9, 1711.3)",BGC0000115<br>Polyketide;Saccharide<br>nystatin A1,MIBIG (BiG-SCAPE),1474.9,1711.3,0.50
NZ_FOZX01000003.1.region002,29.0,True,"(1476.4, 1556.4)",P5<br>NZ_FOZX01000003.1.region002<br>['lanthipeptide-class-iii']<br>fusaricidin B<br>0.25,BGC,1476.4,1556.4,0.50
NZ_FOZX01000003.1.region003,28.0,True,"(2019.1, 543.61)",P5<br>NZ_FOZX01000003.1.region003<br>['siderophore']<br>staphylobactin<br>0.25,BGC,2019.1,543.61,0.50
NZ_FOZX01000004.1.region001,12.0,True,"(1086.5, 993.8)",P5<br>NZ_FOZX01000004.1.region001<br>['terpene']<br>SF2575<br>0.07,BGC,1086.5,993.8,0.50
NZ_FOZX01000004.1.region003,14.0,True,"(1014.2, 2494.1)",P5<br>NZ_FOZX01000004.1.region003<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1014.2,2494.1,0.50
NZ_FOZX01000001.1.region001,8.0,True,"(1957.4, 1984.2)",P5<br>NZ_FOZX01000001.1.region001<br>['arylpolyene']<br>saquayamycin A<br>0.05,BGC,1957.4,1984.2,0.50
NZ_FOZX01000001.1.region002,27.0,True,"(2495.4, 2082.6)","P5<br>NZ_FOZX01000001.1.region002<br>['T3PKS', 'NRPS', 'T1PKS']<br>antimycin<br>0.94",BGC,2495.4,2082.6,0.50
NZ_FOZX01000009.1.region001,8.0,True,"(1894.7, 1813.8)",P5<br>NZ_FOZX01000009.1.region001<br>['indole']<br>fortimicin<br>0.09,BGC,1894.7,1813.8,0.50
NZ_FOZX01000007.1.region001,24.0,True,"(1551.2, 1466.1)","P5<br>NZ_FOZX01000007.1.region001<br>['T1PKS', 'transAT-PKS', 'NRPS-like', 'T3PKS', 'NRPS']<br>totopotensamide A / totopotensamide B<br>0.56",BGC,1551.2,1466.1,0.50
NZ_FOZX01000010.1.region001,20.0,True,"(2508.4, 1673.4)",P5<br>NZ_FOZX01000010.1.region001<br>['terpene']<br>isorenieratene<br>0.71,BGC,2508.4,1673.4,0.50
NZ_JACHIV010000001.1.region001,1.0,True,"(1574.2, 1102.8)","P7<br>NZ_JACHIV010000001.1.region001<br>['thioamide-NRP', 'ladderane', 'NRPS']<br>atratumycin<br>0.32",BGC,1574.2,1102.8,0.50
BGC0001975,1.0,True,"(1466.9, 1050.4)",BGC0001975<br>NRP<br>atratumycin,MIBIG (KnownClusterBlast),1466.9,1050.4,0.50
NZ_JACHIV010000001.1.region002,18.0,True,"(1479.4, 2465.4)",P7<br>NZ_JACHIV010000001.1.region002<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1479.4,2465.4,0.50
NZ_JACHIV010000001.1.region003,1.0,True,"(1466.3, 1272.6)",P7<br>NZ_JACHIV010000001.1.region003<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1466.3,1272.6,0.50
NZ_JACHIV010000001.1.region004,8.0,True,"(1978.6, 1834.2)",P7<br>NZ_JACHIV010000001.1.region004<br>['indole']<br>fortimicin<br>0.07,BGC,1978.6,1834.2,0.50
NZ_JACHIV010000001.1.region005,12.0,True,"(1043.3, 1028.6)",P7<br>NZ_JACHIV010000001.1.region005<br>['terpene']<br>SF2575<br>0.07,BGC,1043.3,1028.6,0.50
NZ_JACHIV010000001.1.region006,52.0,True,"(406.09, 2862.0)","P7<br>NZ_JACHIV010000001.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52",BGC,406.09,2862.0,0.50
BGC0000503,52.0,True,"(333.16, 2814.7)",BGC0000503<br>RiPP<br>cinnamycin,MIBIG (KnownClusterBlast),333.16,2814.7,0.50
NZ_JACHIV010000001.1.region008,53.0,True,"(1187.8, 1260.6)",P7<br>NZ_JACHIV010000001.1.region008<br>['arylpolyene']<br>abyssomicin M / abyssomicin N / abyssomicin O / abyssomicin P / abyssomicin Q / abyssomicin R / abyssomicin S / abyssomicin T / abyssomicin U / abyssomicin V / abyssomicin W / abyssomicin X<br>0.06,BGC,1187.8,1260.6,0.50
BGC0001492,53.0,True,"(1160.8, 1273.3)",BGC0001492<br>Polyketide<br>abyssomicin M;abyssomicin N;abyssomicin O;abyssomicin P;abyssomicin Q;abyssomicin R;abyssomicin S;abyssomicin T;abyssomicin U;abyssomicin V;abyssomicin W;abyssomicin X,MIBIG (KnownClusterBlast),1160.8,1273.3,0.50
NZ_JACHIV010000001.1.region009,54.0,True,"(1099.2, 1444.4)","P7<br>NZ_JACHIV010000001.1.region009<br>['lassopeptide', 'transAT-PKS']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91",BGC,1099.2,1444.4,0.50
BGC0000177,54.0,True,"(1042.3, 1479.3)",BGC0000177<br>Polyketide<br>iso-migrastatin;migrastatin;dorrigocin A;dorrigocin B;13-epi-dorrigocin A,MIBIG (KnownClusterBlast),1042.3,1479.3,0.50
NZ_JACHIV010000001.1.region010,9.0,True,"(738.76, 1430.8)",P7<br>NZ_JACHIV010000001.1.region010<br>['terpene']<br>geosmin<br>1.00,BGC,738.76,1430.8,0.50
NZ_JACHIV010000001.1.region011,10.0,True,"(945.82, 1460.6)",P7<br>NZ_JACHIV010000001.1.region011<br>['terpene']<br>hopene<br>0.31,BGC,945.82,1460.6,0.50
NZ_JACHIV010000001.1.region012,55.0,True,"(1747.7, 1206.3)",P7<br>NZ_JACHIV010000001.1.region012<br>['NAPAA']<br>thaxteramide C<br>0.08,BGC,1747.7,1206.3,0.50
BGC0002025,55.0,True,"(1796.3, 1143.6)",BGC0002025<br>NRP;Polyketide<br>thaxteramide C,MIBIG (KnownClusterBlast),1796.3,1143.6,0.50
NZ_JACHIV010000001.1.region013,18.0,True,"(1803.6, 2358.9)",P7<br>NZ_JACHIV010000001.1.region013<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,1803.6,2358.9,0.50
NZ_JACHIV010000001.1.region014,20.0,True,"(2441.3, 1565.2)",P7<br>NZ_JACHIV010000001.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,2441.3,1565.2,0.50
NZ_JACHIV010000001.1.region015,56.0,True,"(2535.1, 424.0)",P7<br>NZ_JACHIV010000001.1.region015<br>['T2PKS']<br>tetracenomycin C<br>0.33,BGC,2535.1,424.0,0.50
BGC0000275,56.0,True,"(2465.4, 443.17)",BGC0000275<br>Polyketide<br>tetracenomycin C,MIBIG (KnownClusterBlast),2465.4,443.17,0.50
NZ_JACHIV010000001.1.region016,57.0,True,"(319.37, 1218.4)","P7<br>NZ_JACHIV010000001.1.region016<br>['CDPS', 'terpene']<br>CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b<br>0.07",BGC,319.37,1218.4,0.50
BGC0000315,57.0,True,"(259.8, 1178.0)",BGC0000315<br>NRP<br>CDA1b;CDA2a;CDA2b;CDA3a;CDA3b;CDA4a;CDA4b,MIBIG (KnownClusterBlast),259.8,1178.0,0.50
NZ_JACHIV010000001.1.region018,58.0,True,"(580.37, 2381.2)","P7<br>NZ_JACHIV010000001.1.region018<br>['NRPS-like', 'NRPS']<br>ashimides<br>0.08",BGC,580.37,2381.2,0.50
BGC0001961,58.0,True,"(576.51, 2309.0)",BGC0001961,MIBIG (KnownClusterBlast),576.51,2309.0,0.50
NZ_JACHIV010000001.1.region019,26.0,True,"(1505.0, 1616.0)",P7<br>NZ_JACHIV010000001.1.region019<br>['T1PKS']<br>nystatin A1<br>0.64,BGC,1505.0,1616.0,0.50
NZ_JACHIV010000001.1.region020,59.0,True,"(1492.9, 1584.5)",P7<br>NZ_JACHIV010000001.1.region020<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1492.9,1584.5,0.50
BGC0002009,59.0,True,"(1428.6, 1599.6)",BGC0002009<br>Polyketide<br>kanglemycin A;kanglemycin V1;kanglemycin V2,MIBIG (KnownClusterBlast),1428.6,1599.6,0.50
NZ_JACHIV010000001.1.region022,8.0,True,"(1782.2, 1626.3)","P7<br>NZ_JACHIV010000001.1.region022<br>['lanthipeptide-class-iii', 'RRE-containing']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1782.2,1626.3,0.50
NZ_JACHIV010000001.1.region023,2.0,True,"(2001.4, 719.02)",P7<br>NZ_JACHIV010000001.1.region023<br>['ectoine']<br>ectoine<br>1.00,BGC,2001.4,719.02,0.50
NZ_CP059557.1.region001,2.0,True,"(2012.0, 776.4)",P7<br>NZ_CP059557.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2012.0,776.4,0.50
NZ_CP059557.1.region002,8.0,True,"(1743.8, 1673.4)","P7<br>NZ_CP059557.1.region002<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1743.8,1673.4,0.50
NZ_CP059557.1.region003,59.0,True,"(1491.7, 1556.2)",P7<br>NZ_CP059557.1.region003<br>['T1PKS']<br>kanglemycin A / kanglemycin V1 / kanglemycin V2<br>0.09,BGC,1491.7,1556.2,0.50
NZ_CP059557.1.region004,26.0,True,"(1459.1, 1676.7)",P7<br>NZ_CP059557.1.region004<br>['T1PKS']<br>nystatin A1<br>0.77,BGC,1459.1,1676.7,0.50
NZ_CP059557.1.region005,60.0,True,"(463.13, 145.43)","P7<br>NZ_CP059557.1.region005<br>['butyrolactone', 'RiPP-like']<br>viguiepinol<br>0.13",BGC,463.13,145.43,0.50
BGC0000286,60.0,True,"(403.55, 105.0)",BGC0000286<br>Polyketide<br>viguiepinol,MIBIG (KnownClusterBlast),403.55,105.0,0.50
NZ_CP059557.1.region006,61.0,True,"(2319.1, 3016.4)",P7<br>NZ_CP059557.1.region006<br>['hglE-KS']<br>goadsporin<br>0.12,BGC,2319.1,3016.4,0.50
BGC0000565,61.0,True,"(2259.6, 2976.0)",BGC0000565<br>RiPP<br>goadsporin,MIBIG (KnownClusterBlast),2259.6,2976.0,0.50
NZ_CP059557.1.region007,62.0,True,"(608.13, 3016.4)","P7<br>NZ_CP059557.1.region007<br>['NRPS-like', 'transAT-PKS']<br>cycloheximide<br>0.67",BGC,608.13,3016.4,0.50
BGC0000175,62.0,True,"(548.55, 2976.0)",BGC0000175<br>Polyketide<br>cycloheximide,MIBIG (KnownClusterBlast),548.55,2976.0,0.50
NZ_CP059557.1.region009,63.0,True,"(289.13, 3016.4)",P7<br>NZ_CP059557.1.region009<br>['amglyccycl']<br>hydroxystreptomycin<br>0.50,BGC,289.13,3016.4,0.50
BGC0000690,63.0,True,"(229.55, 2976.0)",BGC0000690<br>Saccharide<br>hydroxystreptomycin,MIBIG (KnownClusterBlast),229.55,2976.0,0.50
NZ_CP059557.1.region010,14.0,True,"(929.9, 2411.7)",P7<br>NZ_CP059557.1.region010<br>['redox-cofactor']<br>lankacidin C<br>0.20,BGC,929.9,2411.7,0.50
NZ_CP059557.1.region011,64.0,True,"(403.94, 815.16)","P7<br>NZ_CP059557.1.region011<br>['T1PKS', 'NRPS']<br>SGR PTMs<br>0.83",BGC,403.94,815.16,0.50
BGC0001043,64.0,True,"(400.07, 743.0)",BGC0001043<br>NRP;Polyketide<br>SGR PTMs;SGR PTM Compound b;SGR PTM Compound c;SGR PTM Compound d,MIBIG (KnownClusterBlast),400.07,743.0,0.50
NZ_CP059557.1.region012,21.0,True,"(173.13, 1015.4)","P7<br>NZ_CP059557.1.region012<br>['lassopeptide', 'RRE-containing']<br>ulleungmycin<br>0.06",BGC,173.13,1015.4,0.50
BGC0001814,21.0,True,"(113.55, 975.0)",BGC0001814<br>NRP<br>ulleungmycin,MIBIG (KnownClusterBlast),113.55,975.0,0.50
NZ_CP059557.1.region013,65.0,True,"(1747.7, 1064.3)",P7<br>NZ_CP059557.1.region013<br>['T1PKS']<br>kedarcidin<br>0.05,BGC,1747.7,1064.3,0.50
BGC0000081,65.0,True,"(1824.7, 1010.9)",BGC0000081<br>NRP;Polyketide<br>kedarcidin,MIBIG (KnownClusterBlast),1824.7,1010.9,0.50
NZ_CP059557.1.region014,20.0,True,"(2404.9, 1573.1)",P7<br>NZ_CP059557.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,2404.9,1573.1,0.50
NZ_CP059557.1.region015,18.0,True,"(1785.3, 2296.1)",P7<br>NZ_CP059557.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.12,BGC,1785.3,2296.1,0.50
NZ_CP059557.1.region016,55.0,True,"(1768.7, 1233.5)",P7<br>NZ_CP059557.1.region016<br>['NAPAA']<br>thaxteramide C<br>0.08,BGC,1768.7,1233.5,0.50
NZ_CP059557.1.region017,10.0,True,"(993.85, 1483.4)",P7<br>NZ_CP059557.1.region017<br>['terpene']<br>hopene<br>0.38,BGC,993.85,1483.4,0.50
NZ_CP059557.1.region018,9.0,True,"(725.1, 1397.6)",P7<br>NZ_CP059557.1.region018<br>['terpene']<br>geosmin<br>1.00,BGC,725.1,1397.6,0.50
NZ_CP059557.1.region019,66.0,True,"(1059.6, 1356.1)",P7<br>NZ_CP059557.1.region019<br>['lassopeptide']<br>citrulassin E<br>0.67,BGC,1059.6,1356.1,0.50
BGC0001551,66.0,True,"(1041.1, 1458.8)",BGC0001551<br>RiPP<br>citrulassin E,MIBIG (KnownClusterBlast),1041.1,1458.8,0.50
NZ_CP059557.1.region021,8.0,True,"(1688.4, 1623.1)","P7<br>NZ_CP059557.1.region021<br>['ranthipeptide', 'T2PKS']<br>hiroshidine<br>0.59",BGC,1688.4,1623.1,0.50
BGC0001960,8.0,True,"(1737.7, 1629.1)",BGC0001960<br>Polyketide<br>hiroshidine,MIBIG (KnownClusterBlast),1737.7,1629.1,0.50
NZ_CP059557.1.region022,52.0,True,"(345.94, 2874.9)","P7<br>NZ_CP059557.1.region022<br>['lanthipeptide-class-ii', 'NRPS']<br>cinnamycin<br>0.52",BGC,345.94,2874.9,0.50
NZ_CP059557.1.region023,12.0,True,"(1111.5, 1009.3)",P7<br>NZ_CP059557.1.region023<br>['terpene']<br>SF2575<br>0.07,BGC,1111.5,1009.3,0.50
NZ_CP059557.1.region024,8.0,True,"(2008.1, 1787.6)",P7<br>NZ_CP059557.1.region024<br>['indole']<br>fortimicin<br>0.05,BGC,2008.1,1787.6,0.50
NZ_CP059557.1.region025,1.0,True,"(1451.2, 1277.9)",P7<br>NZ_CP059557.1.region025<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1451.2,1277.9,0.50
NZ_CP059556.1.region001,2.0,True,"(2000.1, 752.28)",P7<br>NZ_CP059556.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2000.1,752.28,0.50
NZ_CP059556.1.region003,8.0,True,"(1776.0, 1649.4)","P7<br>NZ_CP059556.1.region003<br>['RRE-containing', 'lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00",BGC,1776.0,1649.4,0.50
NZ_CP059556.1.region004,26.0,True,"(1465.1, 1764.7)",P7<br>NZ_CP059556.1.region004<br>['T1PKS']<br>nystatin A1<br>0.68,BGC,1465.1,1764.7,0.50
NZ_CP059556.1.region005,12.0,True,"(1062.8, 1028.5)",P7<br>NZ_CP059556.1.region005<br>['terpene']<br>SF2575<br>0.07,BGC,1062.8,1028.5,0.50
NZ_CP059556.1.region006,52.0,True,"(393.23, 2802.0)","P7<br>NZ_CP059556.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52",BGC,393.23,2802.0,0.50
NZ_CP059556.1.region008,53.0,True,"(1199.4, 1234.9)","P7<br>NZ_CP059556.1.region008<br>['arylpolyene', 'CDPS']<br>herboxidiene<br>0.02",BGC,1199.4,1234.9,0.50
BGC0001065,53.0,True,"(1203.5, 1149.3)",BGC0001065<br>Polyketide<br>herboxidiene,MIBIG (KnownClusterBlast),1203.5,1149.3,0.50
NZ_CP059556.1.region009,67.0,True,"(1636.6, 1771.9)",P7<br>NZ_CP059556.1.region009<br>['NRPS']<br>thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin<br>0.40,BGC,1636.6,1771.9,0.50
BGC0001801,67.0,True,"(1613.1, 1881.9)",BGC0001801<br>NRP<br>thiazostatin;watasemycin A;watasemycin B;2-hydroxyphenylthiazoline enantiopyochelin;isopyochelin,MIBIG (KnownClusterBlast),1613.1,1881.9,0.50
NZ_CP059556.1.region010,16.0,True,"(1625.9, 1715.2)","P7<br>NZ_CP059556.1.region010<br>['NRPS', 'T1PKS']<br>pactamides<br>0.33",BGC,1625.9,1715.2,0.50
NZ_CP059556.1.region011,10.0,True,"(979.6, 1458.3)",P7<br>NZ_CP059556.1.region011<br>['terpene']<br>hopene<br>0.31,BGC,979.6,1458.3,0.50
NZ_CP059556.1.region012,55.0,True,"(1821.0, 1158.5)",P7<br>NZ_CP059556.1.region012<br>['NAPAA']<br>polyoxin A / polyoxin H<br>0.05,BGC,1821.0,1158.5,0.50
BGC0000877,55.0,True,"(1862.5, 1065.7)",BGC0000877<br>Other<br>polyoxin A;polyoxin H,MIBIG (KnownClusterBlast),1862.5,1065.7,0.50
NZ_CP059556.1.region013,48.0,True,"(1700.5, 569.0)",P7<br>NZ_CP059556.1.region013<br>['NRPS-like']<br>streptothricin<br>0.79,BGC,1700.5,569.0,0.50
NZ_CP059556.1.region014,20.0,True,"(2409.9, 1617.0)",P7<br>NZ_CP059556.1.region014<br>['terpene']<br>isorenieratene<br>0.57,BGC,2409.9,1617.0,0.50
NZ_CP059556.1.region015,18.0,True,"(1736.9, 2285.9)",P7<br>NZ_CP059556.1.region015<br>['betalactone']<br>atolypene A / atolypene B<br>0.18,BGC,1736.9,2285.9,0.50
NZ_CP059556.1.region016,9.0,True,"(748.67, 1418.8)",P7<br>NZ_CP059556.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,748.67,1418.8,0.50
NZ_CP059556.1.region017,56.0,True,"(2404.9, 482.78)",P7<br>NZ_CP059556.1.region017<br>['T2PKS']<br>tetracenomycin C<br>0.33,BGC,2404.9,482.78,0.50
NZ_CP059556.1.region018,54.0,True,"(1055.3, 1384.8)","P7<br>NZ_CP059556.1.region018<br>['transAT-PKS', 'lassopeptide']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91",BGC,1055.3,1384.8,0.50
NZ_CP059556.1.region019,68.0,True,"(2183.1, 2844.2)",P7<br>NZ_CP059556.1.region019<br>['amglyccycl']<br>pyralomicin 1a<br>0.19,BGC,2183.1,2844.2,0.50
BGC0001038,68.0,True,"(2124.5, 2802.0)",BGC0001038<br>NRP;Polyketide<br>pyralomicin 1a,MIBIG (KnownClusterBlast),2124.5,2802.0,0.50
NZ_CP059556.1.region020,69.0,True,"(1681.1, 87.433)",P7<br>NZ_CP059556.1.region020<br>['T1PKS']<br>elaiophylin<br>0.08,BGC,1681.1,87.433,0.50
BGC0000053,69.0,True,"(1621.6, 47.0)",BGC0000053<br>Polyketide<br>elaiophylin,MIBIG (KnownClusterBlast),1621.6,47.0,0.50
NZ_CP059556.1.region021,1.0,True,"(1493.1, 1298.9)",P7<br>NZ_CP059556.1.region021<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1493.1,1298.9,0.50
NZ_CP059556.1.region022,70.0,True,"(2000.1, 87.433)",P7<br>NZ_CP059556.1.region022<br>['terpene']<br>prejadomycin / rabelomycin / gaudimycin C / gaudimycin D / UWM6 / gaudimycin A<br>0.06,BGC,2000.1,87.433,0.50
BGC0000262,70.0,True,"(1940.6, 47.0)",BGC0000262<br>Polyketide;Saccharide<br>prejadomycin;rabelomycin;gaudimycin C;gaudimycin D;UWM6;gaudimycin A,MIBIG (KnownClusterBlast),1940.6,47.0,0.50
NZ_CP059556.1.region023,18.0,True,"(1517.9, 2436.4)",P7<br>NZ_CP059556.1.region023<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1517.9,2436.4,0.50
NZ_VWPH01000001.1.region001,71.0,True,"(2857.9, 2987.4)",P1<br>NZ_VWPH01000001.1.region001<br>['NRPS']<br>desotamide<br>0.09,BGC,2857.9,2987.4,0.50
BGC0001196,71.0,True,"(2798.3, 2947.0)",BGC0001196<br>NRP<br>desotamide,MIBIG (KnownClusterBlast),2798.3,2947.0,0.50
NZ_VWPH01000001.1.region002,8.0,True,"(1821.6, 1856.0)","P1<br>NZ_VWPH01000001.1.region002<br>['indole', 'lanthipeptide-class-iv']<br>Sch-47554 / Sch-47555<br>0.07",BGC,1821.6,1856.0,0.50
NZ_VWPH01000001.1.region003,9.0,True,"(908.52, 1287.5)",P1<br>NZ_VWPH01000001.1.region003<br>['terpene']<br>geosmin<br>1.00,BGC,908.52,1287.5,0.50
NZ_VWPH01000010.1.region001,72.0,True,"(827.9, 2208.7)",P1<br>NZ_VWPH01000010.1.region001<br>['ranthipeptide']<br>porothramycin A<br>0.06,BGC,827.9,2208.7,0.50
BGC0000409,72.0,True,"(871.37, 2149.5)",BGC0000409<br>NRP<br>porothramycin A,MIBIG (KnownClusterBlast),871.37,2149.5,0.50
NZ_VWPH01000010.1.region002,15.0,True,"(745.18, 1152.5)",P1<br>NZ_VWPH01000010.1.region002<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,745.18,1152.5,0.50
NZ_VWPH01000010.1.region003,73.0,True,"(421.9, 1076.2)","P1<br>NZ_VWPH01000010.1.region003<br>['NRPS-like', 'NRPS']<br>telomycin<br>0.38",BGC,421.9,1076.2,0.50
BGC0001406,73.0,True,"(418.04, 1004.0)",BGC0001406<br>NRP<br>telomycin,MIBIG (KnownClusterBlast),418.04,1004.0,0.50
NZ_VWPH01000010.1.region004,16.0,True,"(1536.7, 1582.9)","P1<br>NZ_VWPH01000010.1.region004<br>['T1PKS', 'NRPS', 'RiPP-like']<br>heat-stable antifungal factor<br>0.38",BGC,1536.7,1582.9,0.50
NZ_VWPH01000012.1.region001,2.0,True,"(2050.0, 735.06)",P1<br>NZ_VWPH01000012.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2050.0,735.06,0.50
NZ_VWPH01000014.1.region001,1.0,True,"(1450.3, 1227.3)",P1<br>NZ_VWPH01000014.1.region001<br>['NRPS']<br>cysteoamide<br>0.18,BGC,1450.3,1227.3,0.50
BGC0001567,1.0,True,"(1473.7, 1133.3)",BGC0001567<br>NRP<br>cysteoamide,MIBIG (KnownClusterBlast),1473.7,1133.3,0.50
NZ_VWPH01000016.1.region002,74.0,True,"(2857.9, 351.16)",P1<br>NZ_VWPH01000016.1.region002<br>['T1PKS']<br>rifamycin<br>0.11,BGC,2857.9,351.16,0.50
BGC0000136,74.0,True,"(2854.0, 279.0)",BGC0000136<br>Polyketide<br>rifamycin,MIBIG (KnownClusterBlast),2854.0,279.0,0.50
NZ_VWPH01000019.1.region001,14.0,True,"(1060.6, 2410.2)",P1<br>NZ_VWPH01000019.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.13,BGC,1060.6,2410.2,0.50
NZ_VWPH01000004.1.region001,75.0,True,"(1117.9, 2845.2)",P1<br>NZ_VWPH01000004.1.region001<br>['T1PKS']<br>cyclizidine<br>0.76,BGC,1117.9,2845.2,0.50
BGC0001293,75.0,True,"(1114.0, 2773.0)",BGC0001293<br>Polyketide<br>cyclizidine,MIBIG (BiG-SCAPE),1114.0,2773.0,0.50
NZ_VWPH01000004.1.region002,76.0,True,"(1612.1, 1771.8)","P1<br>NZ_VWPH01000004.1.region002<br>['amglyccycl', 'T1PKS', 'NRPS-like']<br>apramycin<br>0.71",BGC,1612.1,1771.8,0.50
BGC0000692,76.0,True,"(1587.9, 1866.8)",BGC0000692<br>Saccharide<br>apramycin,MIBIG (KnownClusterBlast),1587.9,1866.8,0.50
NZ_VWPH01000004.1.region003,10.0,True,"(1113.9, 1342.0)","P1<br>NZ_VWPH01000004.1.region003<br>['NRPS-like', 'betalactone', 'NRPS']<br>glycinocin A<br>0.12",BGC,1113.9,1342.0,0.50
NZ_VWPH01000005.1.region001,10.0,True,"(943.07, 1539.2)",P1<br>NZ_VWPH01000005.1.region001<br>['terpene']<br>hopene<br>0.46,BGC,943.07,1539.2,0.50
NZ_VWPH01000005.1.region002,77.0,True,"(2050.8, 2597.9)",P1<br>NZ_VWPH01000005.1.region002<br>['T3PKS']<br>flaviolin<br>0.75,BGC,2050.8,2597.9,0.50
BGC0000902,77.0,True,"(2125.5, 2605.3)",BGC0000902<br>Polyketide<br>flaviolin,MIBIG (KnownClusterBlast),2125.5,2605.3,0.50
NZ_VWPH01000005.1.region003,12.0,True,"(2447.0, 2212.0)",P1<br>NZ_VWPH01000005.1.region003<br>['terpene']<br>JBIR-06<br>0.22,BGC,2447.0,2212.0,0.50
NZ_VWPH01000005.1.region004,13.0,True,"(1791.2, 992.97)",P1<br>NZ_VWPH01000005.1.region004<br>['T3PKS']<br>alkyl-O-dihydrogeranyl-methoxyhydroquinones<br>0.57,BGC,1791.2,992.97,0.50
NZ_JACCFJ010000001.1.region001,2.0,True,"(2102.0, 684.39)",P1<br>NZ_JACCFJ010000001.1.region001<br>['ectoine']<br>ectoine<br>1.00,BGC,2102.0,684.39,0.50
NZ_JACCFJ010000001.1.region002,29.0,True,"(1415.4, 1638.5)","P1<br>NZ_JACCFJ010000001.1.region002<br>['lipolanthine', 'lanthipeptide-class-iii']<br>fusaricidin B<br>0.25",BGC,1415.4,1638.5,0.50
NZ_JACCFJ010000001.1.region003,12.0,True,"(1084.7, 1052.6)",P1<br>NZ_JACCFJ010000001.1.region003<br>['terpene']<br>SF2575<br>0.07,BGC,1084.7,1052.6,0.50
NZ_JACCFJ010000001.1.region005,8.0,True,"(1890.4, 1788.3)",P1<br>NZ_JACCFJ010000001.1.region005<br>['indole']<br>fortimicin<br>0.07,BGC,1890.4,1788.3,0.50
NZ_JACCFJ010000001.1.region006,78.0,True,"(290.37, 1885.4)",P1<br>NZ_JACCFJ010000001.1.region006<br>['NRPS']<br>enterocin<br>0.10,BGC,290.37,1885.4,0.50
BGC0000220,78.0,True,"(230.8, 1845.0)",BGC0000220<br>Polyketide<br>enterocin,MIBIG (KnownClusterBlast),230.8,1845.0,0.50
