feature_id,cluster_id,cluster_n,locus_tag
cds-DMCKNNNH_46960,cog_104,1,DMCKNNNH_46960
cds-DMCKNNNH_46970,cog_105,1,DMCKNNNH_46970
cds-DMCKNNNH_46980,cog_106,1,DMCKNNNH_46980
cds-DMCKNNNH_46990,cog_107,1,DMCKNNNH_46990
cds-DMCKNNNH_47000,cog_108,1,DMCKNNNH_47000
cds-DMCKNNNH_47010,cog_109,1,DMCKNNNH_47010
cds-DMCKNNNH_47020,cog_110,1,DMCKNNNH_47020
cds-DMCKNNNH_47030,cog_111,1,DMCKNNNH_47030
cds-DMCKNNNH_47040,cog_112,1,DMCKNNNH_47040
cds-DMCKNNNH_47050,cog_113,1,DMCKNNNH_47050
cds-DMCKNNNH_47060,cog_114,1,DMCKNNNH_47060
cds-DMCKNNNH_47070,cog_115,1,DMCKNNNH_47070
cds-DMCKNNNH_47080,cog_116,1,DMCKNNNH_47080
cds-DMCKNNNH_47090,cog_117,1,DMCKNNNH_47090
cds-DMCKNNNH_47100,cog_118,1,DMCKNNNH_47100
cds-DMCKNNNH_47120,cog_119,1,DMCKNNNH_47120
cds-DMCKNNNH_47130,cog_120,1,DMCKNNNH_47130
cds-DMCKNNNH_47140,cog_121,1,DMCKNNNH_47140
cds-DMCKNNNH_47150,cog_122,1,DMCKNNNH_47150
cds-DMCKNNNH_47160,cog_123,1,DMCKNNNH_47160
cds-DMCKNNNH_47170,cog_124,1,DMCKNNNH_47170
cds-DMCKNNNH_47180,cog_125,1,DMCKNNNH_47180
cds-DMCKNNNH_47190,cog_126,1,DMCKNNNH_47190
cds-DMCKNNNH_47200,cog_127,1,DMCKNNNH_47200
cds-DMCKNNNH_47210,cog_128,1,DMCKNNNH_47210
cds-AHDHMJBP_20160,cog_129,1,AHDHMJBP_20160
cds-AHDHMJBP_20190,cog_130,1,AHDHMJBP_20190
cds-AHDHMJBP_20200,cog_131,1,AHDHMJBP_20200
cds-AHDHMJBP_20210,cog_132,1,AHDHMJBP_20210
cds-AHDHMJBP_20220,cog_133,1,AHDHMJBP_20220
cds-PKJGIIBK_08640,cog_134,1,PKJGIIBK_08640
cds-PKJGIIBK_08650,cog_135,1,PKJGIIBK_08650
cds-GBGKCCPF_49680,cog_136,1,GBGKCCPF_49680
cds-MNGIFODF_25790,cog_137,1,MNGIFODF_25790
cds-LLPKHOMA_43250,cog_138,1,LLPKHOMA_43250
cds-LLPKHOMA_43290,cog_139,1,LLPKHOMA_43290
cds-LLPKHOMA_43300,cog_140,1,LLPKHOMA_43300
cds-LLPKHOMA_43470,cog_141,1,LLPKHOMA_43470
cds-LLPKHOMA_43480,cog_142,1,LLPKHOMA_43480
cds-LLPKHOMA_43490,cog_143,1,LLPKHOMA_43490
cds-LLPKHOMA_43500,cog_144,1,LLPKHOMA_43500
cds-LLPKHOMA_43510,cog_145,1,LLPKHOMA_43510
cds-LLPKHOMA_43520,cog_146,1,LLPKHOMA_43520
cds-LLPKHOMA_43530,cog_147,1,LLPKHOMA_43530
cds-LLPKHOMA_43540,cog_148,1,LLPKHOMA_43540
cds-LLPKHOMA_43550,cog_149,1,LLPKHOMA_43550
cds-LLPKHOMA_43560,cog_150,1,LLPKHOMA_43560
cds-LLPKHOMA_43570,cog_151,1,LLPKHOMA_43570
cds-LLPKHOMA_43580,cog_152,1,LLPKHOMA_43580
cds-LLPKHOMA_43590,cog_153,1,LLPKHOMA_43590
cds-LLPKHOMA_43600,cog_154,1,LLPKHOMA_43600
cds-LLPKHOMA_43610,cog_155,1,LLPKHOMA_43610
cds-LLPKHOMA_43620,cog_156,1,LLPKHOMA_43620
cds-LLPKHOMA_43630,cog_157,1,LLPKHOMA_43630
cds-LLPKHOMA_43640,cog_158,1,LLPKHOMA_43640
cds-LLPKHOMA_43650,cog_159,1,LLPKHOMA_43650
cds-LLPKHOMA_43660,cog_160,1,LLPKHOMA_43660
cds-LLPKHOMA_43670,cog_161,1,LLPKHOMA_43670
cds-LLPKHOMA_43680,cog_162,1,LLPKHOMA_43680
cds-LLPKHOMA_43690,cog_163,1,LLPKHOMA_43690
cds-LLPKHOMA_43700,cog_164,1,LLPKHOMA_43700
cds-LLPKHOMA_43710,cog_165,1,LLPKHOMA_43710
cds-LLPKHOMA_43720,cog_166,1,LLPKHOMA_43720
cds-LLPKHOMA_43730,cog_167,1,LLPKHOMA_43730
cds-LLPKHOMA_43740,cog_168,1,LLPKHOMA_43740
cds-LLPKHOMA_43750,cog_169,1,LLPKHOMA_43750
cds-LLPKHOMA_43760,cog_170,1,LLPKHOMA_43760
cds-LLPKHOMA_43770,cog_171,1,LLPKHOMA_43770
cds-LLPKHOMA_43780,cog_172,1,LLPKHOMA_43780
cds-LLPKHOMA_43790,cog_173,1,LLPKHOMA_43790
cds-LLPKHOMA_43800,cog_174,1,LLPKHOMA_43800
cds-LLPKHOMA_43810,cog_175,1,LLPKHOMA_43810
cds-LLPKHOMA_43820,cog_176,1,LLPKHOMA_43820
cds-LLPKHOMA_43830,cog_177,1,LLPKHOMA_43830
cds-LLPKHOMA_43840,cog_178,1,LLPKHOMA_43840
cds-LLPKHOMA_43850,cog_179,1,LLPKHOMA_43850
cds-LLPKHOMA_43860,cog_180,1,LLPKHOMA_43860
cds-LLPKHOMA_43870,cog_181,1,LLPKHOMA_43870
cds-LLPKHOMA_43880,cog_182,1,LLPKHOMA_43880
cds-LLPKHOMA_43910,cog_183,1,LLPKHOMA_43910
cds-LLPKHOMA_43930,cog_184,1,LLPKHOMA_43930
cds-LLPKHOMA_43940,cog_185,1,LLPKHOMA_43940
cds-LLPKHOMA_43970,cog_186,1,LLPKHOMA_43970
cds-LLPKHOMA_43980,cog_187,1,LLPKHOMA_43980
cds-LLPKHOMA_43990,cog_188,1,LLPKHOMA_43990
cds-LLPKHOMA_44000,cog_189,1,LLPKHOMA_44000
cds-LLPKHOMA_44020,cog_190,1,LLPKHOMA_44020
cds-LLPKHOMA_44030,cog_191,1,LLPKHOMA_44030
cds-LLPKHOMA_44040,cog_192,1,LLPKHOMA_44040
cds-LLPKHOMA_44050,cog_193,1,LLPKHOMA_44050
cds-LLPKHOMA_44060,cog_194,1,LLPKHOMA_44060
cds-LLPKHOMA_44070,cog_195,1,LLPKHOMA_44070
cds-LLPKHOMA_44090,cog_196,1,LLPKHOMA_44090
cds-LLPKHOMA_44100,cog_197,1,LLPKHOMA_44100
cds-LLPKHOMA_44110,cog_198,1,LLPKHOMA_44110
cds-LLPKHOMA_44120,cog_199,1,LLPKHOMA_44120
cds-LLPKHOMA_44130,cog_200,1,LLPKHOMA_44130
cds-LLPKHOMA_44140,cog_201,1,LLPKHOMA_44140
cds-LLPKHOMA_44150,cog_202,1,LLPKHOMA_44150
cds-LLPKHOMA_44160,cog_203,1,LLPKHOMA_44160
cds-LLPKHOMA_44190,cog_204,1,LLPKHOMA_44190
cds-LLPKHOMA_44220,cog_205,1,LLPKHOMA_44220
cds-BEKPJONA_01290,cog_206,1,BEKPJONA_01290
cds-BEKPJONA_01300,cog_207,1,BEKPJONA_01300
cds-BEKPJONA_01310,cog_208,1,BEKPJONA_01310
cds-BEKPJONA_01320,cog_209,1,BEKPJONA_01320
cds-BEKPJONA_01330,cog_210,1,BEKPJONA_01330
cds-BEKPJONA_01340,cog_211,1,BEKPJONA_01340
cds-BEKPJONA_01350,cog_212,1,BEKPJONA_01350
cds-BEKPJONA_01360,cog_213,1,BEKPJONA_01360
cds-BEKPJONA_01370,cog_214,1,BEKPJONA_01370
cds-BEKPJONA_01380,cog_215,1,BEKPJONA_01380
cds-BEKPJONA_01390,cog_216,1,BEKPJONA_01390
cds-BEKPJONA_01400,cog_217,1,BEKPJONA_01400
