,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_JABNNH010000001.1.region031,"(1707.7, 1847.0)",P8<br>NZ_JABNNH010000001.1.region031<br>['T1PKS']<br>branched-chain fatty acids<br>0.75<br>GCF_92,BGC < 80% similarity,1707.7,1847.0,0.30
NZ_JABNNH010000002.1.region001,"(1298.4, 2280.8)","P8<br>NZ_JABNNH010000002.1.region001<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_67",BGC >= 80% similarity,1298.4,2280.8,0.30
NZ_JABNNH010000002.1.region002,"(810.68, 2404.2)",P8<br>NZ_JABNNH010000002.1.region002<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.96<br>GCF_16,BGC >= 80% similarity,810.68,2404.2,0.30
NZ_JABNNH010000002.1.region003,"(1004.3, 988.09)",P8<br>NZ_JABNNH010000002.1.region003<br>['ectoine']<br>ectoine<br>1.00<br>GCF_155,BGC >= 80% similarity,1004.3,988.09,0.30
NZ_JABNNH010000002.1.region004,"(1678.3, 1750.6)","P8<br>NZ_JABNNH010000002.1.region004<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_244",BGC < 40% similarity,1678.3,1750.6,0.30
NC_009142.1.region001,"(1663.6, 1746.8)","P8<br>NC_009142.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_64",BGC < 40% similarity,1663.6,1746.8,0.30
NC_009142.1.region002,"(1067.5, 906.63)",P8<br>NC_009142.1.region002<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1067.5,906.63,0.30
NC_009142.1.region003,"(836.19, 2368.8)",P8<br>NC_009142.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00<br>GCF_16,BGC >= 80% similarity,836.19,2368.8,0.30
NC_009142.1.region004,"(1263.5, 2252.2)","P8<br>NC_009142.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_67",BGC >= 80% similarity,1263.5,2252.2,0.30
NC_009142.1.region005,"(1504.5, 1659.2)",P8<br>NC_009142.1.region005<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12<br>GCF_4,BGC < 40% similarity,1504.5,1659.2,0.30
NC_009142.1.region006,"(2690.8, 2092.8)",P8<br>NC_009142.1.region006<br>['indole']<br>fortimicin<br>0.05<br>GCF_50,BGC < 40% similarity,2690.8,2092.8,0.30
NC_009142.1.region007,"(1593.3, 1284.8)",P8<br>NC_009142.1.region007<br>['terpene']<br>SF2575<br>0.04<br>GCF_2,BGC < 40% similarity,1593.3,1284.8,0.30
NC_009142.1.region008,"(3189.2, 2203.4)",P8<br>NC_009142.1.region008<br>['T1PKS']<br>FR-900520<br>0.18<br>GCF_93,BGC < 40% similarity,3189.2,2203.4,0.30
NC_009142.1.region010,"(1941.2, 864.64)","P8<br>NC_009142.1.region010<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12<br>GCF_105",BGC < 40% similarity,1941.2,864.64,0.30
NC_009142.1.region011,"(789.17, 613.4)",P8<br>NC_009142.1.region011<br>['NRPS']<br>amychelin<br>0.44<br>GCF_112,BGC < 80% similarity,789.17,613.4,0.30
NC_009142.1.region012,"(1800.7, 1122.9)","P8<br>NC_009142.1.region012<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43<br>GCF_63",BGC < 80% similarity,1800.7,1122.9,0.30
NC_009142.1.region014,"(1829.6, 2020.0)","P8<br>NC_009142.1.region014<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00<br>GCF_21",BGC >= 80% similarity,1829.6,2020.0,0.30
NC_009142.1.region015,"(2201.7, 1326.1)",P8<br>NC_009142.1.region015<br>['terpene']<br>geosmin<br>1.00<br>GCF_85,BGC >= 80% similarity,2201.7,1326.1,0.30
NC_009142.1.region016,"(1588.4, 1336.7)",P8<br>NC_009142.1.region016<br>['NAPAA']<br>actinomycin D<br>0.07<br>GCF_71,BGC < 40% similarity,1588.4,1336.7,0.30
NC_009142.1.region017,"(2277.2, 1688.3)",P8<br>NC_009142.1.region017<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_47,BGC < 80% similarity,2277.2,1688.3,0.30
NC_009142.1.region018,"(2154.0, 1706.0)",P8<br>NC_009142.1.region018<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_3,BGC < 40% similarity,2154.0,1706.0,0.30
NC_009142.1.region019,"(1987.0, 1702.4)",P8<br>NC_009142.1.region019<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_8,BGC >= 80% similarity,1987.0,1702.4,0.30
NC_009142.1.region020,"(1893.7, 1732.1)",P8<br>NC_009142.1.region020<br>['terpene']<br>geosmin<br>1.00<br>GCF_44,BGC >= 80% similarity,1893.7,1732.1,0.30
NC_009142.1.region021,"(1220.8, 1996.0)",P8<br>NC_009142.1.region021<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40<br>GCF_78,P8 | lanthipeptide BGC,1220.8,1996.0,0.30
NC_009142.1.region022,"(3149.0, 1416.4)",P8<br>NC_009142.1.region022<br>['T1PKS']<br>E-837<br>1.00<br>GCF_48,BGC >= 80% similarity,3149.0,1416.4,0.30
NC_009142.1.region023,"(1506.4, 1996.7)",P8<br>NC_009142.1.region023<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_35,P8 | BGC (Erythreapeptin),1506.4,1996.7,0.30
NC_009142.1.region024,"(1933.9, 1386.0)","P8<br>NC_009142.1.region024<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46<br>GCF_97",BGC < 80% similarity,1933.9,1386.0,0.30
NC_009142.1.region027,"(2129.9, 2852.4)",P8<br>NC_009142.1.region027<br>['hglE-KS']<br>oxalomycin B<br>0.06<br>GCF_68,BGC < 40% similarity,2129.9,2852.4,0.30
NC_009142.1.region028,"(2192.5, 2960.2)","P8<br>NC_009142.1.region028<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11<br>GCF_65",BGC < 40% similarity,2192.5,2960.2,0.30
NC_009142.1.region029,"(3249.6, 2461.8)",P8<br>NC_009142.1.region029<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06<br>GCF_77,P8 | lanthipeptide BGC,3249.6,2461.8,0.30
NC_009142.1.region030,"(2966.1, 994.95)",P8<br>NC_009142.1.region030<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_84,BGC < 40% similarity,2966.1,994.95,0.30
NC_009142.1.region031,"(3219.2, 583.4)","P8<br>NC_009142.1.region031<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19<br>GCF_100",BGC < 40% similarity,3219.2,583.4,0.30
NC_009142.1.region032,"(3219.2, 1873.4)",P8<br>NC_009142.1.region032<br>['thiopeptide']<br>azinomycin B<br>0.06<br>GCF_121,BGC < 40% similarity,3219.2,1873.4,0.30
NC_009142.1.region033,"(775.09, 1126.5)","P8<br>NC_009142.1.region033<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05<br>GCF_110",BGC < 40% similarity,775.09,1126.5,0.30
NC_009142.1.region034,"(1718.4, 1818.7)",P8<br>NC_009142.1.region034<br>['T1PKS']<br>branched-chain fatty acids<br>0.75<br>GCF_92,BGC < 80% similarity,1718.4,1818.7,0.30
NZ_PDBV01000001.1.region001,"(1687.8, 1761.6)","P8<br>NZ_PDBV01000001.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_64",BGC < 40% similarity,1687.8,1761.6,0.30
NZ_PDBV01000001.1.region002,"(1006.4, 854.41)",P8<br>NZ_PDBV01000001.1.region002<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1006.4,854.41,0.30
NZ_PDBV01000001.1.region003,"(877.29, 2326.1)",P8<br>NZ_PDBV01000001.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00<br>GCF_127,BGC >= 80% similarity,877.29,2326.1,0.30
NZ_PDBV01000001.1.region004,"(1281.4, 2266.5)","P8<br>NZ_PDBV01000001.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_243",BGC >= 80% similarity,1281.4,2266.5,0.30
NZ_PDBV01000001.1.region005,"(1484.8, 1650.8)",P8<br>NZ_PDBV01000001.1.region005<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12<br>GCF_279,BGC < 40% similarity,1484.8,1650.8,0.30
NZ_PDBV01000001.1.region006,"(2564.5, 2154.9)",P8<br>NZ_PDBV01000001.1.region006<br>['indole']<br>fortimicin<br>0.05<br>GCF_210,BGC < 40% similarity,2564.5,2154.9,0.30
NZ_PDBV01000001.1.region007,"(1633.6, 1279.4)",P8<br>NZ_PDBV01000001.1.region007<br>['terpene']<br>SF2575<br>0.04<br>GCF_365,BGC < 40% similarity,1633.6,1279.4,0.30
NZ_PDBV01000001.1.region008,"(3041.8, 2205.1)",P8<br>NZ_PDBV01000001.1.region008<br>['T1PKS']<br>FR-900520<br>0.18<br>GCF_142,BGC < 40% similarity,3041.8,2205.1,0.30
NZ_PDBV01000001.1.region010,"(1999.7, 888.15)","P8<br>NZ_PDBV01000001.1.region010<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12<br>GCF_224",BGC < 40% similarity,1999.7,888.15,0.30
NZ_PDBV01000001.1.region011,"(641.84, 615.07)",P8<br>NZ_PDBV01000001.1.region011<br>['NRPS']<br>amychelin<br>0.44<br>GCF_283,BGC < 80% similarity,641.84,615.07,0.30
NZ_PDBV01000001.1.region012,"(1865.0, 1105.5)","P8<br>NZ_PDBV01000001.1.region012<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43<br>GCF_107",BGC < 80% similarity,1865.0,1105.5,0.30
NZ_PDBV01000001.1.region014,"(1821.9, 2056.2)","P8<br>NZ_PDBV01000001.1.region014<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00<br>GCF_17",BGC >= 80% similarity,1821.9,2056.2,0.30
NZ_PDBV01000001.1.region015,"(2226.2, 1374.1)",P8<br>NZ_PDBV01000001.1.region015<br>['terpene']<br>geosmin<br>1.00<br>GCF_367,BGC >= 80% similarity,2226.2,1374.1,0.30
NZ_PDBV01000001.1.region016,"(1575.7, 1359.6)",P8<br>NZ_PDBV01000001.1.region016<br>['NAPAA']<br>actinomycin D<br>0.07<br>GCF_268,BGC < 40% similarity,1575.7,1359.6,0.30
NZ_PDBV01000001.1.region017,"(2265.8, 1533.5)",P8<br>NZ_PDBV01000001.1.region017<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_124,BGC < 80% similarity,2265.8,1533.5,0.30
NZ_PDBV01000001.1.region018,"(2197.9, 1715.7)",P8<br>NZ_PDBV01000001.1.region018<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_47,BGC < 40% similarity,2197.9,1715.7,0.30
NZ_PDBV01000001.1.region019,"(2097.4, 1661.6)",P8<br>NZ_PDBV01000001.1.region019<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_3,BGC >= 80% similarity,2097.4,1661.6,0.30
NZ_PDBV01000001.1.region020,"(1947.3, 1724.5)",P8<br>NZ_PDBV01000001.1.region020<br>['terpene']<br>geosmin<br>1.00<br>GCF_8,BGC >= 80% similarity,1947.3,1724.5,0.30
NZ_PDBV01000001.1.region021,"(1232.0, 1973.8)",P8<br>NZ_PDBV01000001.1.region021<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40<br>GCF_304,P8 | lanthipeptide BGC,1232.0,1973.8,0.30
NZ_PDBV01000001.1.region022,"(3102.2, 1535.3)",P8<br>NZ_PDBV01000001.1.region022<br>['T1PKS']<br>E-837<br>1.00<br>GCF_126,BGC >= 80% similarity,3102.2,1535.3,0.30
NZ_PDBV01000001.1.region023,"(1493.9, 1997.5)",P8<br>NZ_PDBV01000001.1.region023<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_118,P8 | BGC (Erythreapeptin),1493.9,1997.5,0.30
NZ_PDBV01000001.1.region024,"(1929.1, 1394.1)","P8<br>NZ_PDBV01000001.1.region024<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46<br>GCF_193",BGC < 80% similarity,1929.1,1394.1,0.30
NZ_PDBV01000001.1.region027,"(2241.6, 2837.8)",P8<br>NZ_PDBV01000001.1.region027<br>['hglE-KS']<br>oxalomycin B<br>0.06<br>GCF_253,BGC < 40% similarity,2241.6,2837.8,0.30
NZ_PDBV01000001.1.region028,"(2093.5, 2937.2)","P8<br>NZ_PDBV01000001.1.region028<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11<br>GCF_68",BGC < 40% similarity,2093.5,2937.2,0.30
NZ_PDBV01000001.1.region029,"(3101.8, 2505.6)",P8<br>NZ_PDBV01000001.1.region029<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06<br>GCF_342,P8 | lanthipeptide BGC,3101.8,2505.6,0.30
NZ_PDBV01000001.1.region030,"(2860.3, 1094.5)",P8<br>NZ_PDBV01000001.1.region030<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_370,BGC < 40% similarity,2860.3,1094.5,0.30
NZ_PDBV01000001.1.region031,"(3071.8, 585.07)","P8<br>NZ_PDBV01000001.1.region031<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19<br>GCF_158",BGC < 40% similarity,3071.8,585.07,0.30
NZ_PDBV01000001.1.region032,"(3071.8, 1875.1)",P8<br>NZ_PDBV01000001.1.region032<br>['thiopeptide']<br>azinomycin B<br>0.06<br>GCF_297,BGC < 40% similarity,3071.8,1875.1,0.30
NZ_PDBV01000001.1.region033,"(808.7, 1121.6)","P8<br>NZ_PDBV01000001.1.region033<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05<br>GCF_238",BGC < 40% similarity,808.7,1121.6,0.30
NZ_PDBV01000001.1.region034,"(1706.4, 1832.2)",P8<br>NZ_PDBV01000001.1.region034<br>['T1PKS']<br>branched-chain fatty acids<br>0.75<br>GCF_129,BGC < 80% similarity,1706.4,1832.2,0.30
NZ_FOZX01000016.1.region001,"(1534.3, 1731.2)",P5<br>NZ_FOZX01000016.1.region001<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_4,BGC < 40% similarity,1534.3,1731.2,0.30
NZ_FOZX01000017.1.region001,"(1031.2, 3206.2)",P5<br>NZ_FOZX01000017.1.region001<br>['T3PKS']<br>alkylresorcinol<br>1.00<br>GCF_256,BGC >= 80% similarity,1031.2,3206.2,0.30
BGC0000282,"(1075.1, 3263.6)","BGC0000282<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>l<br>k<br>y<br>l<br>r<br>e<br>s<br>o<br>r<br>c<br>i<br>n<br>o<br>l<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1075.1,3263.6,0.30
NZ_FOZX01000011.1.region001,"(2082.9, 1406.3)",P5<br>NZ_FOZX01000011.1.region001<br>['terpene']<br>geosmin<br>1.00<br>GCF_41,BGC >= 80% similarity,2082.9,1406.3,0.30
NZ_FOZX01000011.1.region002,"(2018.2, 1240.7)",P5<br>NZ_FOZX01000011.1.region002<br>['terpene']<br>hopene<br>0.46<br>GCF_45,BGC < 80% similarity,2018.2,1240.7,0.30
NZ_FOZX01000002.1.region001,"(895.1, 843.05)",P5<br>NZ_FOZX01000002.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,895.1,843.05,0.30
NZ_FOZX01000003.1.region001,"(1639.0, 2056.9)","P5<br>NZ_FOZX01000003.1.region001<br>['T1PKS', 'NRPS-like']<br>nystatin<br>0.74<br>GCF_225",BGC < 80% similarity,1639.0,2056.9,0.30
BGC0001709,"(1589.1, 2115.9)","BGC0001709<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>n<br>y<br>s<br>t<br>a<br>t<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1589.1,2115.9,0.30
NZ_FOZX01000003.1.region002,"(1534.2, 1974.4)",P5<br>NZ_FOZX01000003.1.region002<br>['lanthipeptide-class-iii']<br>fusaricidin B<br>0.25<br>GCF_81,P5 | lanthipeptide BGC,1534.2,1974.4,0.30
NZ_FOZX01000003.1.region003,"(678.56, 1835.4)",P5<br>NZ_FOZX01000003.1.region003<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_101,BGC < 40% similarity,678.56,1835.4,0.30
NZ_FOZX01000004.1.region001,"(1497.8, 1169.3)",P5<br>NZ_FOZX01000004.1.region001<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1497.8,1169.3,0.30
NZ_FOZX01000004.1.region003,"(2215.4, 2676.3)",P5<br>NZ_FOZX01000004.1.region003<br>['redox-cofactor']<br>lankacidin C<br>0.13<br>GCF_34,BGC < 40% similarity,2215.4,2676.3,0.30
NZ_FOZX01000001.1.region001,"(2754.8, 667.26)",P5<br>NZ_FOZX01000001.1.region001<br>['arylpolyene']<br>saquayamycin A<br>0.05<br>GCF_183,BGC < 40% similarity,2754.8,667.26,0.30
NZ_FOZX01000001.1.region002,"(2164.3, 1860.4)","P5<br>NZ_FOZX01000001.1.region002<br>['T3PKS', 'NRPS', 'T1PKS']<br>antimycin<br>0.94<br>GCF_6",BGC >= 80% similarity,2164.3,1860.4,0.30
NZ_FOZX01000009.1.region001,"(2538.8, 2110.3)",P5<br>NZ_FOZX01000009.1.region001<br>['indole']<br>fortimicin<br>0.09<br>GCF_25,BGC < 40% similarity,2538.8,2110.3,0.30
NZ_FOZX01000007.1.region001,"(1648.8, 1912.5)","P5<br>NZ_FOZX01000007.1.region001<br>['T1PKS', 'transAT-PKS', 'NRPS-like', 'T3PKS', 'NRPS']<br>totopotensamide A / totopotensamide B<br>0.56<br>GCF_60",BGC < 80% similarity,1648.8,1912.5,0.30
NZ_FOZX01000010.1.region001,"(2350.2, 1581.7)",P5<br>NZ_FOZX01000010.1.region001<br>['terpene']<br>isorenieratene<br>0.71<br>GCF_125,BGC < 80% similarity,2350.2,1581.7,0.30
NZ_JACHIV010000001.1.region001,"(1354.9, 1795.0)","P7<br>NZ_JACHIV010000001.1.region001<br>['thioamide-NRP', 'ladderane', 'NRPS']<br>atratumycin<br>0.32<br>GCF_152",BGC < 40% similarity,1354.9,1795.0,0.30
BGC0001975,"(1300.6, 1692.1)","BGC0001975<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>a<br>t<br>r<br>a<br>t<br>u<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1300.6,1692.1,0.30
NZ_JACHIV010000001.1.region002,"(2932.7, 1144.0)",P7<br>NZ_JACHIV010000001.1.region002<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_122,BGC < 40% similarity,2932.7,1144.0,0.30
NZ_JACHIV010000001.1.region003,"(1534.3, 1760.5)",P7<br>NZ_JACHIV010000001.1.region003<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_31,BGC < 40% similarity,1534.3,1760.5,0.30
NZ_JACHIV010000001.1.region004,"(2653.4, 2115.0)",P7<br>NZ_JACHIV010000001.1.region004<br>['indole']<br>fortimicin<br>0.07<br>GCF_103,BGC < 40% similarity,2653.4,2115.0,0.30
NZ_JACHIV010000001.1.region005,"(1600.9, 1121.8)",P7<br>NZ_JACHIV010000001.1.region005<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1600.9,1121.8,0.30
NZ_JACHIV010000001.1.region006,"(1224.8, 3047.2)","P7<br>NZ_JACHIV010000001.1.region006<br>['NRPS', 'lanthipeptide-class-ii']<br>cinnamycin<br>0.52<br>GCF_58",P7 | lanthipeptide BGC,1224.8,3047.2,0.30
BGC0000503,"(1294.2, 3057.6)","BGC0000503<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>c<br>i<br>n<br>n<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1294.2,3057.6,0.30
NZ_JACHIV010000001.1.region008,"(1620.0, 1461.1)",P7<br>NZ_JACHIV010000001.1.region008<br>['arylpolyene']<br>abyssomicin M / abyssomicin N / abyssomicin O / abyssomicin P / abyssomicin Q / abyssomicin R / abyssomicin S / abyssomicin T / abyssomicin U / abyssomicin V / abyssomicin W / abyssomicin X<br>0.06<br>GCF_57,BGC < 40% similarity,1620.0,1461.1,0.30
BGC0001492,"(1536.6, 1451.8)","BGC0001492<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>M<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>N<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>O<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>P<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>Q<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>R<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>S<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>T<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>U<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>V<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>W<br>;<br>a<br>b<br>y<br>s<br>s<br>o<br>m<br>i<br>c<br>i<br>n<br> <br>X<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1536.6,1451.8,0.30
NZ_JACHIV010000001.1.region009,"(1884.1, 1521.2)","P7<br>NZ_JACHIV010000001.1.region009<br>['lassopeptide', 'transAT-PKS']<br>iso-migrastatin / migrastatin / dorrigocin A / dorrigocin B / 13-epi-dorrigocin A<br>0.91<br>GCF_102",BGC >= 80% similarity,1884.1,1521.2,0.30
BGC0000177,"(1908.6, 1466.3)","BGC0000177<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>i<br>s<br>o<br>-<br>m<br>i<br>g<br>r<br>a<br>s<br>t<br>a<br>t<br>i<br>n<br>;<br>m<br>i<br>g<br>r<br>a<br>s<br>t<br>a<br>t<br>i<br>n<br>;<br>d<br>o<br>r<br>r<br>i<br>g<br>o<br>c<br>i<br>n<br> <br>A<br>;<br>d<br>o<br>r<br>r<br>i<br>g<br>o<br>c<br>i<br>n<br> <br>B<br>;<br>1<br>3<br>-<br>e<br>p<br>i<br>-<br>d<br>o<br>r<br>r<br>i<br>g<br>o<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1908.6,1466.3,0.30
NZ_JACHIV010000001.1.region010,"(2234.2, 1350.0)",P7<br>NZ_JACHIV010000001.1.region010<br>['terpene']<br>geosmin<br>1.00<br>GCF_379,BGC >= 80% similarity,2234.2,1350.0,0.30
NZ_JACHIV010000001.1.region011,"(1921.3, 1235.9)",P7<br>NZ_JACHIV010000001.1.region011<br>['terpene']<br>hopene<br>0.31<br>GCF_87,BGC < 40% similarity,1921.3,1235.9,0.30
NZ_JACHIV010000001.1.region012,"(1904.0, 1953.6)",P7<br>NZ_JACHIV010000001.1.region012<br>['NAPAA']<br>thaxteramide C<br>0.08<br>GCF_76,BGC < 40% similarity,1904.0,1953.6,0.30
BGC0002025,"(1978.8, 2031.8)","BGC0002025<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>t<br>h<br>a<br>x<br>t<br>e<br>r<br>a<br>m<br>i<br>d<br>e<br> <br>C<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1978.8,2031.8,0.30
NZ_JACHIV010000001.1.region013,"(2643.0, 1357.2)",P7<br>NZ_JACHIV010000001.1.region013<br>['betalactone']<br>atolypene A / atolypene B<br>0.12<br>GCF_59,BGC < 40% similarity,2643.0,1357.2,0.30
NZ_JACHIV010000001.1.region014,"(2334.7, 1609.1)",P7<br>NZ_JACHIV010000001.1.region014<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_46,BGC < 80% similarity,2334.7,1609.1,0.30
NZ_JACHIV010000001.1.region015,"(594.83, 2213.5)",P7<br>NZ_JACHIV010000001.1.region015<br>['T2PKS']<br>tetracenomycin C<br>0.33<br>GCF_250,BGC < 40% similarity,594.83,2213.5,0.30
BGC0000275,"(638.86, 2156.2)","BGC0000275<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>t<br>e<br>t<br>r<br>a<br>c<br>e<br>n<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>'<br>]<br>)",MIBIG (KnownClusterBlast),638.86,2156.2,0.30
NZ_JACHIV010000001.1.region016,"(324.83, 2128.6)","P7<br>NZ_JACHIV010000001.1.region016<br>['CDPS', 'terpene']<br>CDA1b / CDA2a / CDA2b / CDA3a / CDA3b / CDA4a / CDA4b<br>0.07<br>GCF_215",BGC < 40% similarity,324.83,2128.6,0.30
