,arts_id,genome_id,bgc_id,bgc_type,profile,start,stop,hits_type,description,function
148,887,GCF_022392385.1,NZ_JABNNH010000001.1.region003,terpene,TIGR01994,956085,956544,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
149,889,GCF_022392385.1,NZ_JABNNH010000001.1.region003,terpene,TIGR01430,957224,958286,Core,aden_deam: adenosine deaminase,Unclassified
150,1558,GCF_022392385.1,NZ_JABNNH010000001.1.region008,"T1PKS,NRPS-like",TIGR01915,1712207,1712873,Core,npdG: NADPH-dependent F420 reductase,Energy metabolism
151,1746,GCF_022392385.1,NZ_JABNNH010000001.1.region010,"NAPAA,NRPS,betalactone",RF0054,1949673,1950429,ResModel,ClassB: Class B beta-lactamase [ARO:3000004],ResModel
152,1752,GCF_022392385.1,NZ_JABNNH010000001.1.region010,"NAPAA,NRPS,betalactone",RF0124,1955462,1956425,ResModel,SubclassB2: Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570],ResModel
153,1913,GCF_022392385.1,NZ_JABNNH010000001.1.region012,NAPAA,TIGR00057,2150493,2151114,Core,"TIGR00057: tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family",Protein synthesis
154,1922,GCF_022392385.1,NZ_JABNNH010000001.1.region012,NAPAA,TIGR01430,2163238,2164372,Core,aden_deam: adenosine deaminase,Unclassified
155,2240,GCF_022392385.1,NZ_JABNNH010000001.1.region014,terpene,TIGR02159,2495102,2495621,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
156,2239,GCF_022392385.1,NZ_JABNNH010000001.1.region014,terpene,TIGR02158,2494218,2495109,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
157,2238,GCF_022392385.1,NZ_JABNNH010000001.1.region014,terpene,TIGR02157,2493845,2494151,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
158,2237,GCF_022392385.1,NZ_JABNNH010000001.1.region014,terpene,TIGR02156,2492887,2493853,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
159,2927,GCF_022392385.1,NZ_JABNNH010000001.1.region020,lanthipeptide-class-iii,PF01039.17,3306717,3312201,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
160,2972,GCF_022392385.1,NZ_JABNNH010000001.1.region021,"NRPS,T1PKS,terpene",RF0053,3358758,3359661,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
161,2981,GCF_022392385.1,NZ_JABNNH010000001.1.region021,"NRPS,T1PKS,terpene",PF00185.19,3400983,3401937,ResModel,"OTCace: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",ResModel
162,3180,GCF_022392385.1,NZ_JABNNH010000001.1.region024,hglE-KS,TIGR03451,3610393,3611476,Core,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,Cellular processes
163,3989,GCF_022392385.1,NZ_JABNNH010000001.1.region030,"PKS-like,T1PKS",TIGR00630,4536294,4539156,Core,uvra: excinuclease ABC subunit A,DNA metabolism
164,3969,GCF_022392385.1,NZ_JABNNH010000001.1.region030,"PKS-like,T1PKS",TIGR01131,4510430,4511213,Core,"ATP_synt_6_or_A: ATP synthase F0, A subunit",Energy metabolism
165,4165,GCF_022392385.1,NZ_JABNNH010000001.1.region031,T1PKS,TIGR00018,4827435,4829610,Core,panC: pantoate--beta-alanine ligase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
166,4168,GCF_022392385.1,NZ_JABNNH010000001.1.region031,T1PKS,PF00364.17,4831775,4833041,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
167,4573,GCF_022392385.1,NZ_JABNNH010000001.1.region033,arylpolyene,TIGR00715,5264453,5265227,Core,precor6x_red: precorrin-6x reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
168,4560,GCF_022392385.1,NZ_JABNNH010000001.1.region033,arylpolyene,TIGR00409,5250246,5251992,Core,proS_fam_II: proline--tRNA ligase,Protein synthesis
169,4551,GCF_022392385.1,NZ_JABNNH010000001.1.region033,arylpolyene,TIGR01953,5242020,5243079,Core,NusA: transcription termination factor NusA,Transcription
170,4550,GCF_022392385.1,NZ_JABNNH010000001.1.region033,arylpolyene,TIGR00487,5238394,5241478,Core,IF-2: translation initiation factor IF-2,Protein synthesis
171,4585,GCF_022392385.1,NZ_JABNNH010000001.1.region033,arylpolyene,TIGR00379,5281304,5282714,Core,"cobB: cobyrinic acid a,c-diamide synthase","Biosynthesis of cofactors, prosthetic groups, and carriers"
172,5092,GCF_022392385.1,NZ_JABNNH010000002.1.region001,T3PKS,TIGR03356,31709,32999,Core,BGL: beta-galactosidase,Unclassified
173,5593,GCF_022392385.1,NZ_JABNNH010000002.1.region002,T1PKS,RF0067,570285,571431,ResModel,Erm23S_rRNA_methyltrans: Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560],ResModel
174,6299,GCF_022392385.1,NZ_JABNNH010000002.1.region004,"hglE-KS,T1PKS",TIGR01059,1376821,1378795,Core,"gyrB: DNA gyrase, B subunit",DNA metabolism
175,6298,GCF_022392385.1,NZ_JABNNH010000002.1.region004,"hglE-KS,T1PKS",TIGR01063,1374171,1376667,Core,"gyrA: DNA gyrase, A subunit",DNA metabolism
176,6299,GCF_022392385.1,NZ_JABNNH010000002.1.region004,"hglE-KS,T1PKS",PF00204.20,1376821,1378795,ResModel,DNA_gyraseB: DNA gyrase B,ResModel
177,6280,GCF_022392385.1,NZ_JABNNH010000002.1.region004,"hglE-KS,T1PKS",PF00364.17,1339544,1340051,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
178,6298,GCF_022392385.1,NZ_JABNNH010000002.1.region004,"hglE-KS,T1PKS",PF00521.15,1374171,1376667,ResModel,"DNA_topoisoIV: DNA gyrase/topoisomerase IV, subunit A",ResModel
179,6281,GCF_022392385.1,NZ_JABNNH010000002.1.region004,"hglE-KS,T1PKS",PF03255.9,1340047,1341754,ResModel,ACCA: Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,ResModel
180,8,GCF_000062885.1,NC_009142.1.region001,"hglE-KS,T1PKS",TIGR01063,10553,13049,Core,"gyrA: DNA gyrase, A subunit",DNA metabolism
181,26,GCF_000062885.1,NC_009142.1.region001,"hglE-KS,T1PKS",PF00364.17,47169,47676,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
182,8,GCF_000062885.1,NC_009142.1.region001,"hglE-KS,T1PKS",PF00521.15,10553,13049,ResModel,"DNA_topoisoIV: DNA gyrase/topoisomerase IV, subunit A",ResModel
183,25,GCF_000062885.1,NC_009142.1.region001,"hglE-KS,T1PKS",PF03255.9,45466,47173,ResModel,ACCA: Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,ResModel
184,732,GCF_000062885.1,NC_009142.1.region004,T1PKS,RF0067,830392,831538,ResModel,Erm23S_rRNA_methyltrans: Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560],ResModel
185,1233,GCF_000062885.1,NC_009142.1.region005,T3PKS,TIGR03356,1369399,1370689,Core,BGL: beta-galactosidase,Unclassified
186,1298,GCF_000062885.1,NC_009142.1.region006,NRPS,TIGR03954,1447033,1447423,Core,integ_memb_HG: integral membrane protein,Unknown function
187,2157,GCF_000062885.1,NC_009142.1.region008,terpene,TIGR01994,2365338,2365797,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
188,2159,GCF_000062885.1,NC_009142.1.region008,terpene,TIGR01430,2366477,2367539,Core,aden_deam: adenosine deaminase,Unclassified
189,2831,GCF_000062885.1,NC_009142.1.region013,"NRPS-like,T1PKS",TIGR01915,3122864,3123530,Core,npdG: NADPH-dependent F420 reductase,Energy metabolism
190,3019,GCF_000062885.1,NC_009142.1.region015,"NAPAA,NRPS,betalactone",RF0054,3360329,3361085,ResModel,ClassB: Class B beta-lactamase [ARO:3000004],ResModel
191,3025,GCF_000062885.1,NC_009142.1.region015,"NAPAA,NRPS,betalactone",RF0124,3366118,3367081,ResModel,SubclassB2: Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570],ResModel
192,3184,GCF_000062885.1,NC_009142.1.region017,NAPAA,TIGR00057,3561128,3561749,Core,"TIGR00057: tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family",Protein synthesis
193,3193,GCF_000062885.1,NC_009142.1.region017,NAPAA,TIGR01430,3573873,3575007,Core,aden_deam: adenosine deaminase,Unclassified
194,3510,GCF_000062885.1,NC_009142.1.region019,terpene,TIGR02159,3906567,3907086,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
195,3509,GCF_000062885.1,NC_009142.1.region019,terpene,TIGR02158,3905683,3906574,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
196,3508,GCF_000062885.1,NC_009142.1.region019,terpene,TIGR02157,3905310,3905616,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
197,3507,GCF_000062885.1,NC_009142.1.region019,terpene,TIGR02156,3904352,3905318,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
198,4194,GCF_000062885.1,NC_009142.1.region024,lanthipeptide-class-iii,PF01039.17,4714548,4720032,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
199,4239,GCF_000062885.1,NC_009142.1.region025,"NRPS,T1PKS,terpene",RF0053,4766589,4767492,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
200,4248,GCF_000062885.1,NC_009142.1.region025,"NRPS,T1PKS,terpene",PF00185.19,4808814,4809768,ResModel,"OTCace: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",ResModel
201,4447,GCF_000062885.1,NC_009142.1.region028,hglE-KS,TIGR03451,5018225,5019308,Core,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,Cellular processes
202,5257,GCF_000062885.1,NC_009142.1.region034,"PKS-like,T1PKS",TIGR00630,5946636,5949498,Core,uvra: excinuclease ABC subunit A,DNA metabolism
203,5237,GCF_000062885.1,NC_009142.1.region034,"PKS-like,T1PKS",TIGR01131,5920771,5921554,Core,"ATP_synt_6_or_A: ATP synthase F0, A subunit",Energy metabolism
204,5433,GCF_000062885.1,NC_009142.1.region035,T1PKS,TIGR00018,6239759,6241934,Core,panC: pantoate--beta-alanine ligase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
205,5436,GCF_000062885.1,NC_009142.1.region035,T1PKS,PF00364.17,6244099,6245365,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
206,5840,GCF_000062885.1,NC_009142.1.region037,arylpolyene,TIGR00715,6677077,6677851,Core,precor6x_red: precorrin-6x reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
207,5827,GCF_000062885.1,NC_009142.1.region037,arylpolyene,TIGR00409,6662870,6664616,Core,proS_fam_II: proline--tRNA ligase,Protein synthesis
208,5818,GCF_000062885.1,NC_009142.1.region037,arylpolyene,TIGR01953,6654644,6655703,Core,NusA: transcription termination factor NusA,Transcription
209,5817,GCF_000062885.1,NC_009142.1.region037,arylpolyene,TIGR00487,6651018,6654102,Core,IF-2: translation initiation factor IF-2,Protein synthesis
210,5852,GCF_000062885.1,NC_009142.1.region037,arylpolyene,TIGR00379,6693928,6695338,Core,"cobB: cobyrinic acid a,c-diamide synthase","Biosynthesis of cofactors, prosthetic groups, and carriers"
211,382,GCF_002564065.1,NZ_PDBV01000001.1.region001,"hglE-KS,T1PKS",TIGR01063,390758,393254,Core,"gyrA: DNA gyrase, A subunit",DNA metabolism
212,400,GCF_002564065.1,NZ_PDBV01000001.1.region001,"hglE-KS,T1PKS",PF00364.17,427374,427881,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
213,382,GCF_002564065.1,NZ_PDBV01000001.1.region001,"hglE-KS,T1PKS",PF00521.15,390758,393254,ResModel,"DNA_topoisoIV: DNA gyrase/topoisomerase IV, subunit A",ResModel
214,399,GCF_002564065.1,NZ_PDBV01000001.1.region001,"hglE-KS,T1PKS",PF03255.9,425671,427378,ResModel,ACCA: Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,ResModel
215,1105,GCF_002564065.1,NZ_PDBV01000001.1.region003,T1PKS,RF0067,1210638,1211784,ResModel,Erm23S_rRNA_methyltrans: Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560],ResModel
216,1606,GCF_002564065.1,NZ_PDBV01000001.1.region004,T3PKS,TIGR03356,1749646,1750936,Core,BGL: beta-galactosidase,Unclassified
217,1671,GCF_002564065.1,NZ_PDBV01000001.1.region005,NRPS,TIGR03954,1827280,1827670,Core,integ_memb_HG: integral membrane protein,Unknown function
218,2531,GCF_002564065.1,NZ_PDBV01000001.1.region007,terpene,TIGR01994,2745641,2746100,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
219,2533,GCF_002564065.1,NZ_PDBV01000001.1.region007,terpene,TIGR01430,2746780,2747842,Core,aden_deam: adenosine deaminase,Unclassified
220,3204,GCF_002564065.1,NZ_PDBV01000001.1.region012,"T1PKS,NRPS-like",TIGR01915,3503164,3503830,Core,npdG: NADPH-dependent F420 reductase,Energy metabolism
221,3391,GCF_002564065.1,NZ_PDBV01000001.1.region014,"NAPAA,NRPS,betalactone",RF0054,3740630,3741386,ResModel,ClassB: Class B beta-lactamase [ARO:3000004],ResModel
222,3397,GCF_002564065.1,NZ_PDBV01000001.1.region014,"NAPAA,NRPS,betalactone",RF0124,3746419,3747382,ResModel,SubclassB2: Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570],ResModel
223,3556,GCF_002564065.1,NZ_PDBV01000001.1.region016,NAPAA,TIGR00057,3941451,3942072,Core,"TIGR00057: tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family",Protein synthesis
224,3565,GCF_002564065.1,NZ_PDBV01000001.1.region016,NAPAA,TIGR01430,3954196,3955330,Core,aden_deam: adenosine deaminase,Unclassified
225,3882,GCF_002564065.1,NZ_PDBV01000001.1.region018,terpene,TIGR02159,4286885,4287404,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
226,3881,GCF_002564065.1,NZ_PDBV01000001.1.region018,terpene,TIGR02158,4286001,4286892,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
227,3880,GCF_002564065.1,NZ_PDBV01000001.1.region018,terpene,TIGR02157,4285628,4285934,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
228,3879,GCF_002564065.1,NZ_PDBV01000001.1.region018,terpene,TIGR02156,4284670,4285636,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
229,4566,GCF_002564065.1,NZ_PDBV01000001.1.region023,lanthipeptide-class-iii,PF01039.17,5094866,5100350,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
230,4611,GCF_002564065.1,NZ_PDBV01000001.1.region024,"NRPS,T1PKS,terpene",RF0053,5146907,5147810,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
231,4620,GCF_002564065.1,NZ_PDBV01000001.1.region024,"NRPS,T1PKS,terpene",PF00185.19,5189132,5190086,ResModel,"OTCace: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",ResModel
232,4819,GCF_002564065.1,NZ_PDBV01000001.1.region027,hglE-KS,TIGR03451,5398542,5399625,Core,mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase,Cellular processes
233,5629,GCF_002564065.1,NZ_PDBV01000001.1.region033,"PKS-like,T1PKS",TIGR00630,6326953,6329815,Core,uvra: excinuclease ABC subunit A,DNA metabolism
234,5609,GCF_002564065.1,NZ_PDBV01000001.1.region033,"PKS-like,T1PKS",TIGR01131,6301088,6301871,Core,"ATP_synt_6_or_A: ATP synthase F0, A subunit",Energy metabolism
235,5805,GCF_002564065.1,NZ_PDBV01000001.1.region034,T1PKS,TIGR00018,6620076,6622251,Core,panC: pantoate--beta-alanine ligase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
236,5808,GCF_002564065.1,NZ_PDBV01000001.1.region034,T1PKS,PF00364.17,6624416,6625682,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
237,6216,GCF_002564065.1,NZ_PDBV01000001.1.region036,arylpolyene,TIGR00715,7057392,7058166,Core,precor6x_red: precorrin-6x reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
238,6203,GCF_002564065.1,NZ_PDBV01000001.1.region036,arylpolyene,TIGR00409,7043185,7044931,Core,proS_fam_II: proline--tRNA ligase,Protein synthesis
239,6194,GCF_002564065.1,NZ_PDBV01000001.1.region036,arylpolyene,TIGR01953,7034959,7036018,Core,NusA: transcription termination factor NusA,Transcription
240,6193,GCF_002564065.1,NZ_PDBV01000001.1.region036,arylpolyene,TIGR00487,7031333,7034417,Core,IF-2: translation initiation factor IF-2,Protein synthesis
241,6228,GCF_002564065.1,NZ_PDBV01000001.1.region036,arylpolyene,TIGR00379,7074243,7075653,Core,"cobB: cobyrinic acid a,c-diamide synthase","Biosynthesis of cofactors, prosthetic groups, and carriers"
242,38,GCF_900116135.1,NZ_FOZX01000016.1.region001,NRPS,TIGR03954,20306,20696,Core,integ_memb_HG: integral membrane protein,Unknown function
243,511,GCF_900116135.1,NZ_FOZX01000011.1.region001,terpene,RF0053,18777,19626,ResModel,ClassA: Class A beta-lactamase [ARO:3000078],ResModel
244,1286,GCF_900116135.1,NZ_FOZX01000002.1.region001,ectoine,TIGR00186,682371,683328,Core,"rRNA_methyl_3: RNA methyltransferase, TrmH family, group 3",Protein synthesis
245,1608,GCF_900116135.1,NZ_FOZX01000003.1.region001,"T1PKS,NRPS-like",RF0007,389582,391439,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
246,1588,GCF_900116135.1,NZ_FOZX01000003.1.region001,"T1PKS,NRPS-like",PF01039.17,251248,255646,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
247,1645,GCF_900116135.1,NZ_FOZX01000003.1.region002,lanthipeptide-class-iii,PF01039.17,435834,441315,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
248,1955,GCF_900116135.1,NZ_FOZX01000004.1.region001,terpene,TIGR01980,13074,14532,Core,sufB: FeS assembly protein SufB,"Biosynthesis of cofactors, prosthetic groups, and carriers"
249,1956,GCF_900116135.1,NZ_FOZX01000004.1.region001,terpene,TIGR01981,14534,15719,Core,sufD: FeS assembly protein SufD,"Biosynthesis of cofactors, prosthetic groups, and carriers"
250,1959,GCF_900116135.1,NZ_FOZX01000004.1.region001,terpene,TIGR01994,17862,18303,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
251,2056,GCF_900116135.1,NZ_FOZX01000004.1.region002,ranthipeptide,TIGR03997,126237,128181,Core,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,Unclassified
252,2396,GCF_900116135.1,NZ_FOZX01000004.1.region004,NAPAA,PF01039.17,480037,483217,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
253,2448,GCF_900116135.1,NZ_FOZX01000001.1.region001,arylpolyene,TIGR00635,26168,27248,Core,ruvB: Holliday junction DNA helicase RuvB,DNA metabolism
254,2440,GCF_900116135.1,NZ_FOZX01000001.1.region001,arylpolyene,TIGR00442,16319,17588,Core,hisS: histidine--tRNA ligase,Protein synthesis
255,3434,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",TIGR01808,1126804,1127113,Core,CM_M_hiGC-arch: chorismate mutase,Amino acid biosynthesis
256,3425,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",TIGR02159,1116452,1116929,Core,"PA_CoA_Oxy4: phenylacetate-CoA oxygenase, PaaJ subunit",Energy metabolism
257,3408,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",TIGR00355,1087020,1088586,Core,purH: phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,"Purines, pyrimidines, nucleosides, and nucleotides"
258,3424,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",TIGR02158,1115697,1116456,Core,"PA_CoA_Oxy3: phenylacetate-CoA oxygenase, PaaI subunit",Energy metabolism
259,3423,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",TIGR02157,1115426,1115705,Core,"PA_CoA_Oxy2: phenylacetate-CoA oxygenase, PaaH subunit",Energy metabolism
260,3422,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",TIGR02156,1114446,1115430,Core,"PA_CoA_Oxy1: phenylacetate-CoA oxygenase, PaaG subunit",Energy metabolism
261,3401,GCF_900116135.1,NZ_FOZX01000001.1.region002,"T3PKS,NRPS,T1PKS",PF13599.1,1077625,1078216,ResModel,Pentapeptide_4: Pentapeptide repeats (9 copies),ResModel
262,4580,GCF_900116135.1,NZ_FOZX01000007.1.region001,"T1PKS,transAT-PKS,NRPS-like,T3PKS,NRPS",TIGR00724,93819,94800,Core,urea_amlyse_rel: biotin-dependent carboxylase uncharacterized domain,Unknown function
263,4584,GCF_900116135.1,NZ_FOZX01000007.1.region001,"T1PKS,transAT-PKS,NRPS-like,T3PKS,NRPS",PF00364.17,97149,97470,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
264,4581,GCF_900116135.1,NZ_FOZX01000007.1.region001,"T1PKS,transAT-PKS,NRPS-like,T3PKS,NRPS",PF00364.17,94813,95053,ResModel,Biotin_lipoyl: Biotin-requiring enzyme,ResModel
265,4598,GCF_900116135.1,NZ_FOZX01000007.1.region001,"T1PKS,transAT-PKS,NRPS-like,T3PKS,NRPS",PF01039.17,118359,119925,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
266,282,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",Ribosomal_S14,291117,291423,Core,PF00253.17: Ribosomal protein S14p/S29e,Unclassified
267,296,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR00220,301394,301886,Core,mscL: large conductance mechanosensitive channel protein,Cellular processes
268,299,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR02727,303344,303845,Core,MTHFS_bact: 5-formyltetrahydrofolate cyclo-ligase,Central intermediary metabolism
269,291,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR00209,297209,298286,Core,galT_1: galactose-1-phosphate uridylyltransferase,Energy metabolism
270,284,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR00009,291616,291853,Core,L28: ribosomal protein bL28,Protein synthesis
271,286,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR00105,293290,293542,Core,L31: ribosomal protein bL31,Protein synthesis
272,281,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR00165,290872,291121,Core,S18: ribosomal protein bS18,Protein synthesis
273,283,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR01023,291452,291617,Core,rpmG_bact: ribosomal protein bL33,Protein synthesis
274,287,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR01031,293554,293707,Core,rpmF_bact: ribosomal protein bL32,Protein synthesis
275,293,GCF_014203325.1,NZ_JACHIV010000001.1.region001,"thioamide-NRP,ladderane,NRPS",TIGR00177,299954,300575,Core,molyb_syn: molybdenum cofactor synthesis domain,Unclassified
276,701,GCF_014203325.1,NZ_JACHIV010000001.1.region002,terpene,TIGR00042,745829,746438,Core,"TIGR00042: non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family",DNA metabolism
277,702,GCF_014203325.1,NZ_JACHIV010000001.1.region002,terpene,TIGR01966,746434,747199,Core,RNasePH: ribonuclease PH,Transcription
278,843,GCF_014203325.1,NZ_JACHIV010000001.1.region003,NRPS,TIGR03954,905509,905884,Core,integ_memb_HG: integral membrane protein,Unknown function
279,1645,GCF_014203325.1,NZ_JACHIV010000001.1.region005,terpene,TIGR01980,1823326,1824790,Core,sufB: FeS assembly protein SufB,"Biosynthesis of cofactors, prosthetic groups, and carriers"
280,1646,GCF_014203325.1,NZ_JACHIV010000001.1.region005,terpene,TIGR01981,1824791,1825982,Core,sufD: FeS assembly protein SufD,"Biosynthesis of cofactors, prosthetic groups, and carriers"
281,1649,GCF_014203325.1,NZ_JACHIV010000001.1.region005,terpene,TIGR01994,1828123,1828585,Core,"SUF_scaf_2: SUF system FeS assembly protein, NifU family","Biosynthesis of cofactors, prosthetic groups, and carriers"
282,1868,GCF_014203325.1,NZ_JACHIV010000001.1.region007,ranthipeptide,RF0007,2072041,2073850,ResModel,ABC_efflux: ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001],ResModel
283,1927,GCF_014203325.1,NZ_JACHIV010000001.1.region008,arylpolyene,TIGR00674,2138668,2139523,Core,dapA: 4-hydroxy-tetrahydrodipicolinate synthase,Amino acid biosynthesis
284,1924,GCF_014203325.1,NZ_JACHIV010000001.1.region008,arylpolyene,TIGR01430,2136256,2137231,Core,aden_deam: adenosine deaminase,Unclassified
285,2110,GCF_014203325.1,NZ_JACHIV010000001.1.region009,"lassopeptide,transAT-PKS",RF0105,2356144,2357044,ResModel,MoxA: MoxA beta-lactamase (class a) [ARO:3001215],ResModel
286,2245,GCF_014203325.1,NZ_JACHIV010000001.1.region012,NAPAA,TIGR03921,2553078,2554314,Core,T7SS_mycosin: type VII secretion-associated serine protease mycosin,Protein fate
287,3593,GCF_014203325.1,NZ_JACHIV010000001.1.region018,"NRPS-like,NRPS",SHMT,4071668,4072997,Core,PF00464.15: Serine hydroxymethyltransferase,Unclassified
288,4030,GCF_014203325.1,NZ_JACHIV010000001.1.region019,T1PKS,PF01039.17,4639963,4641394,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
289,4216,GCF_014203325.1,NZ_JACHIV010000001.1.region020,T1PKS,TIGR00069,4854756,4856085,Core,hisD: histidinol dehydrogenase,Amino acid biosynthesis
290,4186,GCF_014203325.1,NZ_JACHIV010000001.1.region020,T1PKS,TIGR00262,4817574,4818369,Core,"trpA: tryptophan synthase, alpha subunit",Amino acid biosynthesis
291,4204,GCF_014203325.1,NZ_JACHIV010000001.1.region020,T1PKS,PF01039.17,4835814,4837374,ResModel,Carboxyl_trans: Carboxyl transferase domain,ResModel
292,4536,GCF_014203325.1,NZ_JACHIV010000001.1.region021,lanthipeptide-class-v,TIGR01379,5212046,5213012,Core,thiL: thiamine-phosphate kinase,"Biosynthesis of cofactors, prosthetic groups, and carriers"
