,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_CP069353.1.region022,42.0,True,"(1691.9, 1408.5)",P8<br>NZ_CP069353.1.region022<br>['terpene']<br>geosmin<br>1.00,BGC,1691.9,1408.5,0.40
BGC0000661,42.0,True,"(1710.8, 1471.3)",BGC0000661<br>Terpene<br>geosmin,MIBIG (KnownClusterBlast),1710.8,1471.3,0.40
NZ_CP069353.1.region023,21.0,True,"(617.94, 2762.6)",P8<br>NZ_CP069353.1.region023<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,617.94,2762.6,0.40
NZ_CP069353.1.region024,43.0,True,"(2948.3, 1257.9)",P8<br>NZ_CP069353.1.region024<br>['T1PKS']<br>E-837<br>1.00,BGC,2948.3,1257.9,0.40
BGC0000050,43.0,True,"(2853.0, 1288.7)",BGC0000050<br>Polyketide<br>E-837,MIBIG (BiG-SCAPE),2853.0,1288.7,0.40
NZ_CP069353.1.region025,8.0,True,"(1418.8, 1703.9)",P8<br>NZ_CP069353.1.region025<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1418.8,1703.9,0.40
BGC0000513,8.0,True,"(1328.8, 1751.0)",BGC0000513<br>RiPP<br>Ery-9;Ery-6;Ery-8;Ery-7;Ery-5;Ery-4;Ery-3,MIBIG (BiG-SCAPE),1328.8,1751.0,0.40
NZ_CP069353.1.region026,10.0,True,"(1813.6, 1182.0)","P8<br>NZ_CP069353.1.region026<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1813.6,1182.0,0.40
NZ_CP069353.1.region029,44.0,True,"(2453.9, 1256.8)",P8<br>NZ_CP069353.1.region029<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,2453.9,1256.8,0.40
BGC0001106,44.0,True,"(2496.5, 1346.5)",BGC0001106<br>NRP;Polyketide<br>oxalomycin B,MIBIG (KnownClusterBlast),2496.5,1346.5,0.40
NZ_CP069353.1.region030,45.0,True,"(472.24, 2012.5)","P8<br>NZ_CP069353.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.10",BGC,472.24,2012.5,0.40
BGC0000093,45.0,True,"(397.04, 2017.1)",BGC0000093<br>Polyketide<br>meilingmycin,MIBIG (KnownClusterBlast),397.04,2017.1,0.40
NZ_CP069353.1.region031,46.0,True,"(2979.7, 1778.4)",P8<br>NZ_CP069353.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,2979.7,1778.4,0.40
BGC0000466,46.0,True,"(2920.2, 1728.0)",BGC0000466<br>NRP<br>yatakemycin,MIBIG (KnownClusterBlast),2920.2,1728.0,0.40
NZ_CP069353.1.region032,18.0,True,"(1138.0, 2640.5)",P8<br>NZ_CP069353.1.region032<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1138.0,2640.5,0.40
NZ_CP069353.1.region033,47.0,True,"(520.48, 909.1)","P8<br>NZ_CP069353.1.region033<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,520.48,909.1,0.40
BGC0001368,47.0,True,"(462.01, 858.0)",BGC0001368<br>NRP<br>JBIR-126,MIBIG (KnownClusterBlast),462.01,858.0,0.40
NZ_CP069353.1.region034,48.0,True,"(2260.5, 369.1)",P8<br>NZ_CP069353.1.region034<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2260.5,369.1,0.40
BGC0000960,48.0,True,"(2202.0, 318.0)",BGC0000960<br>NRP;Polyketide<br>azinomycin B,MIBIG (KnownClusterBlast),2202.0,318.0,0.40
NZ_CP069353.1.region035,49.0,True,"(1057.6, 3003.3)","P8<br>NZ_CP069353.1.region035<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,1057.6,3003.3,0.40
BGC0001061,49.0,True,"(972.07, 2976.2)",BGC0001061<br>Polyketide;Saccharide<br>polyketomycin,MIBIG (KnownClusterBlast),972.07,2976.2,0.40
NZ_CP069353.1.region036,22.0,True,"(1635.0, 1660.3)",P8<br>NZ_CP069353.1.region036<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1635.0,1660.3,0.40
NZ_CP054839.1.region001,33.0,True,"(1688.7, 1580.7)","P8<br>NZ_CP054839.1.region001<br>['hglE-KS', 'PUFA', 'T1PKS']<br>nataxazole<br>0.07",BGC,1688.7,1580.7,0.40
NZ_CP054839.1.region002,2.0,True,"(1467.4, 777.21)",P8<br>NZ_CP054839.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,1467.4,777.21,0.40
NZ_CP054839.1.region003,34.0,True,"(1922.0, 708.6)",P8<br>NZ_CP054839.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.91,BGC,1922.0,708.6,0.40
NZ_CP054839.1.region004,35.0,True,"(1298.8, 2001.9)","P8<br>NZ_CP054839.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1298.8,2001.9,0.40
NZ_CP054839.1.region005,1.0,True,"(1860.6, 1731.1)",P8<br>NZ_CP054839.1.region005<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1860.6,1731.1,0.40
BGC0000309,1.0,True,"(1739.7, 1739.7)",BGC0000309<br>NRP<br>bacillibactin,MIBIG (KnownClusterBlast),1739.7,1739.7,0.40
NZ_CP054839.1.region006,50.0,True,"(822.89, 770.41)",P8<br>NZ_CP054839.1.region006<br>['other']<br>streptothricin<br>0.08,BGC,822.89,770.41,0.40
BGC0000432,50.0,True,"(884.26, 726.65)",BGC0000432<br>NRP<br>streptothricin,MIBIG (KnownClusterBlast),884.26,726.65,0.40
NZ_CP054839.1.region007,8.0,True,"(1305.4, 2126.8)",P8<br>NZ_CP054839.1.region007<br>['lassopeptide']<br>anantin C<br>0.75,BGC,1305.4,2126.8,0.40
BGC0001507,8.0,True,"(1337.0, 2037.9)",BGC0001507<br>RiPP<br>anantin C,MIBIG (KnownClusterBlast),1337.0,2037.9,0.40
NZ_CP054839.1.region008,8.0,True,"(839.44, 1592.7)","P8<br>NZ_CP054839.1.region008<br>['indole', 'PKS-like', 'T1PKS']<br>cyphomycin<br>0.03",BGC,839.44,1592.7,0.40
BGC0001877,8.0,True,"(764.49, 1539.5)",BGC0001877<br>Polyketide<br>cyphomycin,MIBIG (KnownClusterBlast),764.49,1539.5,0.40
NZ_CP054839.1.region009,12.0,True,"(2057.0, 1429.6)",P8<br>NZ_CP054839.1.region009<br>['terpene']<br>SF2575<br>0.04,BGC,2057.0,1429.6,0.40
NZ_CP054839.1.region011,51.0,True,"(383.94, 2820.2)","P8<br>NZ_CP054839.1.region011<br>['T1PKS', 'PKS-like']<br>arsono-polyketide<br>0.54",BGC,383.94,2820.2,0.40
BGC0001283,51.0,True,"(380.07, 2748.0)",BGC0001283<br>Polyketide<br>arsono-polyketide,MIBIG (KnownClusterBlast),380.07,2748.0,0.40
NZ_CP054839.1.region012,52.0,True,"(235.13, 388.43)","P8<br>NZ_CP054839.1.region012<br>['T1PKS', 'pyrrolidine']<br>candicidin<br>0.67",BGC,235.13,388.43,0.40
BGC0000034,52.0,True,"(175.55, 348.0)",BGC0000034<br>NRP;Polyketide<br>candicidin,MIBIG (KnownClusterBlast),175.55,348.0,0.40
NZ_CP054839.1.region016,10.0,True,"(1705.2, 1010.5)",P8<br>NZ_CP054839.1.region016<br>['terpene']<br>hopene<br>0.46,BGC,1705.2,1010.5,0.40
NZ_CP054839.1.region017,10.0,True,"(1930.1, 1197.2)",P8<br>NZ_CP054839.1.region017<br>['NRPS']<br>glycinocin A<br>0.12,BGC,1930.1,1197.2,0.40
BGC0000379,10.0,True,"(1899.1, 1281.5)",BGC0000379<br>NRP<br>glycinocin A,MIBIG (KnownClusterBlast),1899.1,1281.5,0.40
NZ_CP054839.1.region018,8.0,True,"(1387.3, 1672.2)",P8<br>NZ_CP054839.1.region018<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1387.3,1672.2,0.40
NZ_CP054839.1.region019,43.0,True,"(2902.1, 1316.8)",P8<br>NZ_CP054839.1.region019<br>['T1PKS']<br>linfuranone B / linfuranone C<br>0.62,BGC,2902.1,1316.8,0.40
BGC0001653,43.0,True,"(2917.5, 1390.9)",BGC0001653<br>Polyketide<br>linfuranone B;linfuranone C,MIBIG (KnownClusterBlast),2917.5,1390.9,0.40
NZ_CP054839.1.region021,42.0,True,"(1748.8, 1434.4)",P8<br>NZ_CP054839.1.region021<br>['terpene']<br>geosmin<br>1.00,BGC,1748.8,1434.4,0.40
NZ_CP054839.1.region022,15.0,True,"(2088.0, 951.06)",P8<br>NZ_CP054839.1.region022<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,2088.0,951.06,0.40
NZ_CP054839.1.region023,12.0,True,"(2214.4, 2303.4)",P8<br>NZ_CP054839.1.region023<br>['terpene']<br>JBIR-06<br>0.22,BGC,2214.4,2303.4,0.40
BGC0001918,12.0,True,"(2135.9, 2261.3)",BGC0001918<br>NRP;Polyketide<br>JBIR-06,MIBIG (KnownClusterBlast),2135.9,2261.3,0.40
NZ_CP054839.1.region024,20.0,True,"(1173.5, 927.7)",P8<br>NZ_CP054839.1.region024<br>['terpene']<br>isorenieratene<br>0.57,BGC,1173.5,927.7,0.40
NZ_CP054839.1.region025,1.0,True,"(1974.5, 1502.4)",P8<br>NZ_CP054839.1.region025<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1974.5,1502.4,0.40
NZ_CP054839.1.region026,9.0,True,"(1919.6, 890.22)",P8<br>NZ_CP054839.1.region026<br>['terpene']<br>geosmin<br>1.00,BGC,1919.6,890.22,0.40
NZ_CP054839.1.region027,41.0,True,"(1538.7, 1474.8)","P8<br>NZ_CP054839.1.region027<br>['betalactone', 'NRPS', 'NAPAA']<br>erythrochelin<br>1.00",BGC,1538.7,1474.8,0.40
NZ_CP054839.1.region029,40.0,True,"(2168.7, 1126.4)","P8<br>NZ_CP054839.1.region029<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43",BGC,2168.7,1126.4,0.40
NZ_CP054839.1.region030,45.0,True,"(436.45, 2049.3)","P8<br>NZ_CP054839.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.09",BGC,436.45,2049.3,0.40
NZ_CP054839.1.region031,46.0,True,"(2906.4, 1804.7)",P8<br>NZ_CP054839.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,2906.4,1804.7,0.40
NZ_CP054839.1.region032,18.0,True,"(1119.2, 2679.9)",P8<br>NZ_CP054839.1.region032<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1119.2,2679.9,0.40
NZ_CP054839.1.region034,42.0,True,"(1664.7, 1561.6)",P8<br>NZ_CP054839.1.region034<br>['terpene']<br>geosmin<br>1.00,BGC,1664.7,1561.6,0.40
NZ_JABNNH010000001.1.region001,1.0,True,"(1895.6, 1741.4)",P8<br>NZ_JABNNH010000001.1.region001<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1895.6,1741.4,0.40
NZ_JABNNH010000001.1.region002,8.0,True,"(896.63, 1635.7)",P8<br>NZ_JABNNH010000001.1.region002<br>['indole']<br>fortimicin<br>0.07,BGC,896.63,1635.7,0.40
NZ_JABNNH010000001.1.region003,12.0,True,"(2079.0, 1427.4)",P8<br>NZ_JABNNH010000001.1.region003<br>['terpene']<br>SF2575<br>0.04,BGC,2079.0,1427.4,0.40
NZ_JABNNH010000001.1.region004,36.0,True,"(475.37, 452.47)",P8<br>NZ_JABNNH010000001.1.region004<br>['T1PKS']<br>FR-900520<br>0.18,BGC,475.37,452.47,0.40
NZ_JABNNH010000001.1.region006,38.0,True,"(2875.4, 2881.9)","P8<br>NZ_JABNNH010000001.1.region006<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,2875.4,2881.9,0.40
NZ_JABNNH010000001.1.region007,39.0,True,"(445.37, 2282.5)",P8<br>NZ_JABNNH010000001.1.region007<br>['NRPS']<br>amychelin<br>0.44,BGC,445.37,2282.5,0.40
NZ_JABNNH010000001.1.region008,40.0,True,"(2189.4, 1155.8)","P8<br>NZ_JABNNH010000001.1.region008<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.46",BGC,2189.4,1155.8,0.40
NZ_JABNNH010000001.1.region010,41.0,True,"(1487.6, 1461.8)","P8<br>NZ_JABNNH010000001.1.region010<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1487.6,1461.8,0.40
NZ_JABNNH010000001.1.region011,9.0,True,"(1929.3, 915.95)",P8<br>NZ_JABNNH010000001.1.region011<br>['terpene']<br>geosmin<br>1.00,BGC,1929.3,915.95,0.40
NZ_JABNNH010000001.1.region012,1.0,True,"(1983.2, 1490.1)",P8<br>NZ_JABNNH010000001.1.region012<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1983.2,1490.1,0.40
NZ_JABNNH010000001.1.region013,20.0,True,"(1199.1, 965.37)",P8<br>NZ_JABNNH010000001.1.region013<br>['terpene']<br>isorenieratene<br>0.57,BGC,1199.1,965.37,0.40
NZ_JABNNH010000001.1.region014,12.0,True,"(2297.8, 2295.5)",P8<br>NZ_JABNNH010000001.1.region014<br>['terpene']<br>neoantimycin<br>0.20,BGC,2297.8,2295.5,0.40
NZ_JABNNH010000001.1.region015,15.0,True,"(2043.2, 942.5)",P8<br>NZ_JABNNH010000001.1.region015<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,2043.2,942.5,0.40
NZ_JABNNH010000001.1.region016,42.0,True,"(1669.7, 1403.7)",P8<br>NZ_JABNNH010000001.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1669.7,1403.7,0.40
NZ_JABNNH010000001.1.region017,34.0,True,"(1825.4, 645.92)",P8<br>NZ_JABNNH010000001.1.region017<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.09,BGC,1825.4,645.92,0.40
NZ_JABNNH010000001.1.region018,21.0,True,"(684.49, 2749.0)",P8<br>NZ_JABNNH010000001.1.region018<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,684.49,2749.0,0.40
NZ_JABNNH010000001.1.region019,43.0,True,"(2896.8, 1226.1)",P8<br>NZ_JABNNH010000001.1.region019<br>['T1PKS']<br>E-837<br>1.00,BGC,2896.8,1226.1,0.40
NZ_JABNNH010000001.1.region020,8.0,True,"(1390.1, 1685.7)",P8<br>NZ_JABNNH010000001.1.region020<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1390.1,1685.7,0.40
NZ_JABNNH010000001.1.region021,10.0,True,"(1829.6, 1186.1)","P8<br>NZ_JABNNH010000001.1.region021<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1829.6,1186.1,0.40
NZ_JABNNH010000001.1.region024,44.0,True,"(2539.5, 1292.1)",P8<br>NZ_JABNNH010000001.1.region024<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,2539.5,1292.1,0.40
NZ_JABNNH010000001.1.region025,45.0,True,"(472.74, 1968.0)","P8<br>NZ_JABNNH010000001.1.region025<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,472.74,1968.0,0.40
NZ_JABNNH010000001.1.region026,46.0,True,"(2964.4, 1736.3)",P8<br>NZ_JABNNH010000001.1.region026<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,2964.4,1736.3,0.40
NZ_JABNNH010000001.1.region027,18.0,True,"(1157.9, 2678.1)",P8<br>NZ_JABNNH010000001.1.region027<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1157.9,2678.1,0.40
NZ_JABNNH010000001.1.region028,47.0,True,"(445.37, 932.47)","P8<br>NZ_JABNNH010000001.1.region028<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,445.37,932.47,0.40
NZ_JABNNH010000001.1.region029,48.0,True,"(2185.4, 392.47)",P8<br>NZ_JABNNH010000001.1.region029<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2185.4,392.47,0.40
NZ_JABNNH010000001.1.region030,49.0,True,"(1015.4, 3011.5)","P8<br>NZ_JABNNH010000001.1.region030<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,1015.4,3011.5,0.40
NZ_JABNNH010000001.1.region031,22.0,True,"(1629.8, 1684.0)",P8<br>NZ_JABNNH010000001.1.region031<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1629.8,1684.0,0.40
NZ_JABNNH010000002.1.region001,35.0,True,"(1274.8, 2010.6)","P8<br>NZ_JABNNH010000002.1.region001<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1274.8,2010.6,0.40
NZ_JABNNH010000002.1.region002,34.0,True,"(1985.7, 639.68)",P8<br>NZ_JABNNH010000002.1.region002<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.96,BGC,1985.7,639.68,0.40
NZ_JABNNH010000002.1.region003,2.0,True,"(1396.9, 830.45)",P8<br>NZ_JABNNH010000002.1.region003<br>['ectoine']<br>ectoine<br>1.00,BGC,1396.9,830.45,0.40
NZ_JABNNH010000002.1.region004,33.0,True,"(1673.6, 1570.5)","P8<br>NZ_JABNNH010000002.1.region004<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1673.6,1570.5,0.40
NC_009142.1.region001,33.0,True,"(1694.7, 1591.8)","P8<br>NC_009142.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1694.7,1591.8,0.40
NC_009142.1.region002,2.0,True,"(1426.1, 839.83)",P8<br>NC_009142.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,1426.1,839.83,0.40
NC_009142.1.region004,34.0,True,"(1963.3, 703.34)",P8<br>NC_009142.1.region004<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00,BGC,1963.3,703.34,0.40
NC_009142.1.region005,35.0,True,"(1313.6, 2018.7)","P8<br>NC_009142.1.region005<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1313.6,2018.7,0.40
NC_009142.1.region006,1.0,True,"(1895.7, 1702.7)",P8<br>NC_009142.1.region006<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1895.7,1702.7,0.40
NC_009142.1.region007,8.0,True,"(890.42, 1668.4)",P8<br>NC_009142.1.region007<br>['indole']<br>fortimicin<br>0.07,BGC,890.42,1668.4,0.40
NC_009142.1.region008,12.0,True,"(2053.8, 1404.7)",P8<br>NC_009142.1.region008<br>['terpene']<br>SF2575<br>0.04,BGC,2053.8,1404.7,0.40
NC_009142.1.region009,36.0,True,"(537.33, 385.67)",P8<br>NC_009142.1.region009<br>['T1PKS']<br>FR-900520<br>0.18,BGC,537.33,385.67,0.40
NC_009142.1.region011,38.0,True,"(2880.9, 2800.1)","P8<br>NC_009142.1.region011<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,2880.9,2800.1,0.40
NC_009142.1.region012,39.0,True,"(507.33, 2215.7)",P8<br>NC_009142.1.region012<br>['NRPS']<br>amychelin<br>0.44,BGC,507.33,2215.7,0.40
NC_009142.1.region013,40.0,True,"(2161.2, 1150.1)","P8<br>NC_009142.1.region013<br>['NRPS-like', 'T1PKS']<br>microansamycin<br>0.43",BGC,2161.2,1150.1,0.40
NC_009142.1.region015,41.0,True,"(1507.6, 1465.8)","P8<br>NC_009142.1.region015<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1507.6,1465.8,0.40
NC_009142.1.region016,9.0,True,"(1952.2, 904.21)",P8<br>NC_009142.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1952.2,904.21,0.40
NC_009142.1.region017,1.0,True,"(1997.3, 1523.0)",P8<br>NC_009142.1.region017<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1997.3,1523.0,0.40
NC_009142.1.region018,20.0,True,"(1162.1, 975.64)",P8<br>NC_009142.1.region018<br>['terpene']<br>isorenieratene<br>0.57,BGC,1162.1,975.64,0.40
NC_009142.1.region019,12.0,True,"(2271.2, 2279.3)",P8<br>NC_009142.1.region019<br>['terpene']<br>neoantimycin<br>0.20,BGC,2271.2,2279.3,0.40
NC_009142.1.region020,15.0,True,"(2029.6, 914.84)",P8<br>NC_009142.1.region020<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,2029.6,914.84,0.40
NC_009142.1.region021,42.0,True,"(1766.7, 1453.9)",P8<br>NC_009142.1.region021<br>['terpene']<br>geosmin<br>1.00,BGC,1766.7,1453.9,0.40
NC_009142.1.region022,21.0,True,"(659.24, 2780.7)",P8<br>NC_009142.1.region022<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,659.24,2780.7,0.40
NC_009142.1.region023,43.0,True,"(2914.7, 1269.2)",P8<br>NC_009142.1.region023<br>['T1PKS']<br>E-837<br>1.00,BGC,2914.7,1269.2,0.40
NC_009142.1.region024,8.0,True,"(1405.8, 1684.7)",P8<br>NC_009142.1.region024<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1405.8,1684.7,0.40
NC_009142.1.region025,10.0,True,"(1822.6, 1172.6)","P8<br>NC_009142.1.region025<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1822.6,1172.6,0.40
NC_009142.1.region028,44.0,True,"(2480.2, 1271.1)",P8<br>NC_009142.1.region028<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,2480.2,1271.1,0.40
NC_009142.1.region029,45.0,True,"(478.88, 2055.8)","P8<br>NC_009142.1.region029<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,478.88,2055.8,0.40
NC_009142.1.region030,46.0,True,"(2950.7, 1812.4)",P8<br>NC_009142.1.region030<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,2950.7,1812.4,0.40
NC_009142.1.region031,18.0,True,"(1104.1, 2611.4)",P8<br>NC_009142.1.region031<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1104.1,2611.4,0.40
NC_009142.1.region032,47.0,True,"(507.33, 865.67)","P8<br>NC_009142.1.region032<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,507.33,865.67,0.40
NC_009142.1.region033,48.0,True,"(2247.3, 325.67)",P8<br>NC_009142.1.region033<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2247.3,325.67,0.40
NC_009142.1.region034,49.0,True,"(1029.4, 2969.1)","P8<br>NC_009142.1.region034<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,1029.4,2969.1,0.40
NC_009142.1.region035,22.0,True,"(1644.1, 1699.7)",P8<br>NC_009142.1.region035<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1644.1,1699.7,0.40
NZ_PDBV01000001.1.region001,33.0,True,"(1675.2, 1587.7)","P8<br>NZ_PDBV01000001.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1675.2,1587.7,0.40
NZ_PDBV01000001.1.region002,2.0,True,"(1364.1, 819.0)",P8<br>NZ_PDBV01000001.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,1364.1,819.0,0.40
NZ_PDBV01000001.1.region003,34.0,True,"(1958.0, 663.54)",P8<br>NZ_PDBV01000001.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00,BGC,1958.0,663.54,0.40
NZ_PDBV01000001.1.region004,35.0,True,"(1261.4, 1989.5)","P8<br>NZ_PDBV01000001.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1261.4,1989.5,0.40
NZ_PDBV01000001.1.region005,1.0,True,"(1910.0, 1721.5)",P8<br>NZ_PDBV01000001.1.region005<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1910.0,1721.5,0.40
NZ_PDBV01000001.1.region006,8.0,True,"(913.65, 1661.5)",P8<br>NZ_PDBV01000001.1.region006<br>['indole']<br>fortimicin<br>0.07,BGC,913.65,1661.5,0.40
NZ_PDBV01000001.1.region007,12.0,True,"(2088.6, 1413.3)",P8<br>NZ_PDBV01000001.1.region007<br>['terpene']<br>SF2575<br>0.04,BGC,2088.6,1413.3,0.40
NZ_PDBV01000001.1.region008,36.0,True,"(519.92, 461.99)",P8<br>NZ_PDBV01000001.1.region008<br>['T1PKS']<br>FR-900520<br>0.18,BGC,519.92,461.99,0.40
NZ_PDBV01000001.1.region010,38.0,True,"(2923.9, 2875.3)","P8<br>NZ_PDBV01000001.1.region010<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,2923.9,2875.3,0.40
NZ_PDBV01000001.1.region011,39.0,True,"(489.92, 2292.0)",P8<br>NZ_PDBV01000001.1.region011<br>['NRPS']<br>amychelin<br>0.44,BGC,489.92,2292.0,0.40
NZ_PDBV01000001.1.region012,40.0,True,"(2176.9, 1183.1)","P8<br>NZ_PDBV01000001.1.region012<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43",BGC,2176.9,1183.1,0.40
NZ_PDBV01000001.1.region014,41.0,True,"(1509.2, 1442.3)","P8<br>NZ_PDBV01000001.1.region014<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1509.2,1442.3,0.40
NZ_PDBV01000001.1.region015,9.0,True,"(1966.3, 924.86)",P8<br>NZ_PDBV01000001.1.region015<br>['terpene']<br>geosmin<br>1.00,BGC,1966.3,924.86,0.40
NZ_PDBV01000001.1.region016,1.0,True,"(2007.5, 1512.9)",P8<br>NZ_PDBV01000001.1.region016<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,2007.5,1512.9,0.40
NZ_PDBV01000001.1.region017,20.0,True,"(1194.8, 998.29)",P8<br>NZ_PDBV01000001.1.region017<br>['terpene']<br>isorenieratene<br>0.57,BGC,1194.8,998.29,0.40
NZ_PDBV01000001.1.region018,12.0,True,"(2278.4, 2298.7)",P8<br>NZ_PDBV01000001.1.region018<br>['terpene']<br>neoantimycin<br>0.20,BGC,2278.4,2298.7,0.40
NZ_PDBV01000001.1.region019,15.0,True,"(2080.7, 931.46)",P8<br>NZ_PDBV01000001.1.region019<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,2080.7,931.46,0.40
NZ_PDBV01000001.1.region020,42.0,True,"(1714.4, 1420.3)",P8<br>NZ_PDBV01000001.1.region020<br>['terpene']<br>geosmin<br>1.00,BGC,1714.4,1420.3,0.40
