,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_CP069353.1.region021,15.0,True,"(1398.5, 2204.3)",P8<br>NZ_CP069353.1.region021<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1398.5,2204.3,0.30
NZ_CP069353.1.region022,44.0,True,"(1581.0, 1772.3)",P8<br>NZ_CP069353.1.region022<br>['terpene']<br>geosmin<br>1.00,BGC,1581.0,1772.3,0.30
BGC0000661,44.0,True,"(1524.6, 1684.4)",BGC0000661<br>Terpene<br>geosmin,MIBIG (KnownClusterBlast),1524.6,1684.4,0.30
NZ_CP069353.1.region023,22.0,True,"(1587.9, 556.56)",P8<br>NZ_CP069353.1.region023<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,1587.9,556.56,0.30
NZ_CP069353.1.region024,45.0,True,"(3026.0, 481.71)",P8<br>NZ_CP069353.1.region024<br>['T1PKS']<br>E-837<br>1.00,BGC,3026.0,481.71,0.30
BGC0000050,45.0,True,"(2925.5, 453.12)",BGC0000050<br>Polyketide<br>E-837,MIBIG (KnownClusterBlast),2925.5,453.12,0.30
NZ_CP069353.1.region025,46.0,True,"(1836.2, 1475.0)",P8<br>NZ_CP069353.1.region025<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1836.2,1475.0,0.30
BGC0000513,46.0,True,"(1926.4, 1464.1)",BGC0000513<br>RiPP<br>Ery-9;Ery-6;Ery-8;Ery-7;Ery-5;Ery-4;Ery-3,MIBIG (KnownClusterBlast),1926.4,1464.1,0.30
NZ_CP069353.1.region026,10.0,True,"(1203.9, 1884.6)","P8<br>NZ_CP069353.1.region026<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1203.9,1884.6,0.30
NZ_CP069353.1.region029,47.0,True,"(1621.9, 2597.6)",P8<br>NZ_CP069353.1.region029<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,1621.9,2597.6,0.30
BGC0001106,47.0,True,"(1655.8, 2692.5)",BGC0001106<br>NRP;Polyketide<br>oxalomycin B,MIBIG (KnownClusterBlast),1655.8,2692.5,0.30
NZ_CP069353.1.region030,48.0,True,"(3035.3, 1742.5)","P8<br>NZ_CP069353.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.10",BGC,3035.3,1742.5,0.30
BGC0000093,48.0,True,"(2965.5, 1688.4)",BGC0000093<br>Polyketide<br>meilingmycin,MIBIG (KnownClusterBlast),2965.5,1688.4,0.30
NZ_CP069353.1.region031,49.0,True,"(538.69, 358.36)",P8<br>NZ_CP069353.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,538.69,358.36,0.30
BGC0000466,49.0,True,"(479.24, 308.0)",BGC0000466<br>NRP<br>yatakemycin,MIBIG (KnownClusterBlast),479.24,308.0,0.30
NZ_CP069353.1.region032,18.0,True,"(2441.3, 2665.9)",P8<br>NZ_CP069353.1.region032<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2441.3,2665.9,0.30
NZ_CP069353.1.region033,50.0,True,"(1844.5, 2969.1)","P8<br>NZ_CP069353.1.region033<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,1844.5,2969.1,0.30
BGC0001368,50.0,True,"(1786.0, 2918.0)",BGC0001368<br>NRP<br>JBIR-126,MIBIG (KnownClusterBlast),1786.0,2918.0,0.30
NZ_CP069353.1.region034,51.0,True,"(539.48, 2969.1)",P8<br>NZ_CP069353.1.region034<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,539.48,2969.1,0.30
BGC0000960,51.0,True,"(481.01, 2918.0)",BGC0000960<br>NRP;Polyketide<br>azinomycin B,MIBIG (KnownClusterBlast),481.01,2918.0,0.30
NZ_CP069353.1.region035,52.0,True,"(506.57, 2586.3)","P8<br>NZ_CP069353.1.region035<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,506.57,2586.3,0.30
BGC0001061,52.0,True,"(421.07, 2559.2)",BGC0001061<br>Polyketide;Saccharide<br>polyketomycin,MIBIG (KnownClusterBlast),421.07,2559.2,0.30
NZ_CP069353.1.region036,23.0,True,"(1581.6, 1489.8)",P8<br>NZ_CP069353.1.region036<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1581.6,1489.8,0.30
NZ_CP054839.1.region001,34.0,True,"(1510.9, 1521.9)","P8<br>NZ_CP054839.1.region001<br>['hglE-KS', 'PUFA', 'T1PKS']<br>nataxazole<br>0.07",BGC,1510.9,1521.9,0.30
NZ_CP054839.1.region002,2.0,True,"(2263.6, 601.78)",P8<br>NZ_CP054839.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,2263.6,601.78,0.30
NZ_CP054839.1.region003,35.0,True,"(854.38, 705.02)",P8<br>NZ_CP054839.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.91,BGC,854.38,705.02,0.30
NZ_CP054839.1.region004,36.0,True,"(2151.0, 1618.7)","P8<br>NZ_CP054839.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,2151.0,1618.7,0.30
NZ_CP054839.1.region005,1.0,True,"(1369.3, 1369.3)",P8<br>NZ_CP054839.1.region005<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1369.3,1369.3,0.30
BGC0000309,1.0,True,"(1445.7, 1414.2)",BGC0000309<br>NRP<br>bacillibactin,MIBIG (KnownClusterBlast),1445.7,1414.2,0.30
NZ_CP054839.1.region006,53.0,True,"(2889.9, 2778.4)",P8<br>NZ_CP054839.1.region006<br>['other']<br>streptothricin<br>0.08,BGC,2889.9,2778.4,0.30
BGC0000432,53.0,True,"(2951.3, 2734.7)",BGC0000432<br>NRP<br>streptothricin,MIBIG (KnownClusterBlast),2951.3,2734.7,0.30
NZ_CP054839.1.region007,46.0,True,"(2101.1, 1104.1)",P8<br>NZ_CP054839.1.region007<br>['lassopeptide']<br>anantin C<br>0.75,BGC,2101.1,1104.1,0.30
BGC0001507,46.0,True,"(2064.9, 1190.0)",BGC0001507<br>RiPP<br>anantin C,MIBIG (KnownClusterBlast),2064.9,1190.0,0.30
NZ_CP054839.1.region008,8.0,True,"(1957.1, 2146.4)","P8<br>NZ_CP054839.1.region008<br>['indole', 'PKS-like', 'T1PKS']<br>cyphomycin<br>0.03",BGC,1957.1,2146.4,0.30
BGC0001877,8.0,True,"(1882.6, 2169.2)",BGC0001877<br>Polyketide<br>cyphomycin,MIBIG (KnownClusterBlast),1882.6,2169.2,0.30
NZ_CP054839.1.region009,21.0,True,"(1094.5, 1628.4)",P8<br>NZ_CP054839.1.region009<br>['terpene']<br>SF2575<br>0.04,BGC,1094.5,1628.4,0.30
NZ_CP054839.1.region011,54.0,True,"(1418.9, 2497.2)","P8<br>NZ_CP054839.1.region011<br>['T1PKS', 'PKS-like']<br>arsono-polyketide<br>0.54",BGC,1418.9,2497.2,0.30
BGC0001283,54.0,True,"(1415.1, 2425.0)",BGC0001283<br>Polyketide<br>arsono-polyketide,MIBIG (KnownClusterBlast),1415.1,2425.0,0.30
NZ_CP054839.1.region012,55.0,True,"(231.13, 2929.4)","P8<br>NZ_CP054839.1.region012<br>['T1PKS', 'pyrrolidine']<br>candicidin<br>0.67",BGC,231.13,2929.4,0.30
BGC0000034,55.0,True,"(171.55, 2889.0)",BGC0000034<br>NRP;Polyketide<br>candicidin,MIBIG (KnownClusterBlast),171.55,2889.0,0.30
NZ_CP054839.1.region016,10.0,True,"(1083.4, 1917.4)",P8<br>NZ_CP054839.1.region016<br>['terpene']<br>hopene<br>0.46,BGC,1083.4,1917.4,0.30
NZ_CP054839.1.region017,56.0,True,"(1284.5, 1876.3)",P8<br>NZ_CP054839.1.region017<br>['NRPS']<br>glycinocin A<br>0.12,BGC,1284.5,1876.3,0.30
BGC0000379,56.0,True,"(1276.9, 1777.0)",BGC0000379<br>NRP<br>glycinocin A,MIBIG (KnownClusterBlast),1276.9,1777.0,0.30
NZ_CP054839.1.region018,46.0,True,"(1827.0, 1441.5)",P8<br>NZ_CP054839.1.region018<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1827.0,1441.5,0.30
NZ_CP054839.1.region019,45.0,True,"(3009.8, 553.48)",P8<br>NZ_CP054839.1.region019<br>['T1PKS']<br>linfuranone B / linfuranone C<br>0.62,BGC,3009.8,553.48,0.30
BGC0001653,45.0,True,"(3039.9, 621.1)",BGC0001653<br>Polyketide<br>linfuranone B;linfuranone C,MIBIG (KnownClusterBlast),3039.9,621.1,0.30
NZ_CP054839.1.region021,44.0,True,"(1573.0, 1739.1)",P8<br>NZ_CP054839.1.region021<br>['terpene']<br>geosmin<br>1.00,BGC,1573.0,1739.1,0.30
NZ_CP054839.1.region022,15.0,True,"(1358.7, 2244.0)",P8<br>NZ_CP054839.1.region022<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1358.7,2244.0,0.30
NZ_CP054839.1.region023,12.0,True,"(2626.7, 1685.2)",P8<br>NZ_CP054839.1.region023<br>['terpene']<br>JBIR-06<br>0.22,BGC,2626.7,1685.2,0.30
BGC0001918,12.0,True,"(2628.5, 1613.0)",BGC0001918<br>NRP;Polyketide<br>JBIR-06,MIBIG (KnownClusterBlast),2628.5,1613.0,0.30
NZ_CP054839.1.region024,20.0,True,"(1956.5, 727.34)",P8<br>NZ_CP054839.1.region024<br>['terpene']<br>isorenieratene<br>0.57,BGC,1956.5,727.34,0.30
NZ_CP054839.1.region025,43.0,True,"(1218.7, 1559.2)",P8<br>NZ_CP054839.1.region025<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1218.7,1559.2,0.30
NZ_CP054839.1.region026,9.0,True,"(1099.7, 2109.7)",P8<br>NZ_CP054839.1.region026<br>['terpene']<br>geosmin<br>1.00,BGC,1099.7,2109.7,0.30
NZ_CP054839.1.region027,42.0,True,"(1744.2, 1602.8)","P8<br>NZ_CP054839.1.region027<br>['betalactone', 'NRPS', 'NAPAA']<br>erythrochelin<br>1.00",BGC,1744.2,1602.8,0.30
NZ_CP054839.1.region029,41.0,True,"(1449.4, 2052.0)","P8<br>NZ_CP054839.1.region029<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43",BGC,1449.4,2052.0,0.30
NZ_CP054839.1.region030,48.0,True,"(2957.9, 1613.0)","P8<br>NZ_CP054839.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.09",BGC,2957.9,1613.0,0.30
NZ_CP054839.1.region031,49.0,True,"(465.38, 384.75)",P8<br>NZ_CP054839.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,465.38,384.75,0.30
NZ_CP054839.1.region032,18.0,True,"(2414.1, 2712.5)",P8<br>NZ_CP054839.1.region032<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2414.1,2712.5,0.30
NZ_CP054839.1.region034,44.0,True,"(1535.4, 1572.0)",P8<br>NZ_CP054839.1.region034<br>['terpene']<br>geosmin<br>1.00,BGC,1535.4,1572.0,0.30
NZ_JABNNH010000001.1.region001,1.0,True,"(1317.3, 1351.7)",P8<br>NZ_JABNNH010000001.1.region001<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1317.3,1351.7,0.30
NZ_JABNNH010000001.1.region002,8.0,True,"(2033.2, 2160.5)",P8<br>NZ_JABNNH010000001.1.region002<br>['indole']<br>fortimicin<br>0.07,BGC,2033.2,2160.5,0.30
NZ_JABNNH010000001.1.region003,21.0,True,"(1098.8, 1580.3)",P8<br>NZ_JABNNH010000001.1.region003<br>['terpene']<br>SF2575<br>0.04,BGC,1098.8,1580.3,0.30
NZ_JABNNH010000001.1.region004,37.0,True,"(522.37, 2789.5)",P8<br>NZ_JABNNH010000001.1.region004<br>['T1PKS']<br>FR-900520<br>0.18,BGC,522.37,2789.5,0.30
NZ_JABNNH010000001.1.region006,39.0,True,"(3074.4, 3021.9)","P8<br>NZ_JABNNH010000001.1.region006<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,3074.4,3021.9,0.30
NZ_JABNNH010000001.1.region007,40.0,True,"(1102.4, 2963.5)",P8<br>NZ_JABNNH010000001.1.region007<br>['NRPS']<br>amychelin<br>0.44,BGC,1102.4,2963.5,0.30
NZ_JABNNH010000001.1.region008,41.0,True,"(1501.1, 2054.5)","P8<br>NZ_JABNNH010000001.1.region008<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.46",BGC,1501.1,2054.5,0.30
NZ_JABNNH010000001.1.region010,42.0,True,"(1749.4, 1635.0)","P8<br>NZ_JABNNH010000001.1.region010<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1749.4,1635.0,0.30
NZ_JABNNH010000001.1.region011,9.0,True,"(1119.7, 2117.3)",P8<br>NZ_JABNNH010000001.1.region011<br>['terpene']<br>geosmin<br>1.00,BGC,1119.7,2117.3,0.30
NZ_JABNNH010000001.1.region012,43.0,True,"(1197.5, 1523.3)",P8<br>NZ_JABNNH010000001.1.region012<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1197.5,1523.3,0.30
NZ_JABNNH010000001.1.region013,20.0,True,"(1982.3, 764.89)",P8<br>NZ_JABNNH010000001.1.region013<br>['terpene']<br>isorenieratene<br>0.57,BGC,1982.3,764.89,0.30
NZ_JABNNH010000001.1.region014,12.0,True,"(2599.3, 1646.0)",P8<br>NZ_JABNNH010000001.1.region014<br>['terpene']<br>neoantimycin<br>0.20,BGC,2599.3,1646.0,0.30
NZ_JABNNH010000001.1.region015,15.0,True,"(1432.7, 2209.0)",P8<br>NZ_JABNNH010000001.1.region015<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1432.7,2209.0,0.30
NZ_JABNNH010000001.1.region016,44.0,True,"(1599.8, 1758.3)",P8<br>NZ_JABNNH010000001.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1599.8,1758.3,0.30
NZ_JABNNH010000001.1.region017,35.0,True,"(725.37, 682.02)",P8<br>NZ_JABNNH010000001.1.region017<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.09,BGC,725.37,682.02,0.30
NZ_JABNNH010000001.1.region018,22.0,True,"(1654.5, 543.04)",P8<br>NZ_JABNNH010000001.1.region018<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,1654.5,543.04,0.30
NZ_JABNNH010000001.1.region019,45.0,True,"(2978.3, 465.35)",P8<br>NZ_JABNNH010000001.1.region019<br>['T1PKS']<br>E-837<br>1.00,BGC,2978.3,465.35,0.30
NZ_JABNNH010000001.1.region020,46.0,True,"(1836.3, 1453.1)",P8<br>NZ_JABNNH010000001.1.region020<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1836.3,1453.1,0.30
NZ_JABNNH010000001.1.region021,10.0,True,"(1208.8, 1871.3)","P8<br>NZ_JABNNH010000001.1.region021<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1208.8,1871.3,0.30
NZ_JABNNH010000001.1.region024,47.0,True,"(1701.5, 2643.1)",P8<br>NZ_JABNNH010000001.1.region024<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,1701.5,2643.1,0.30
NZ_JABNNH010000001.1.region025,48.0,True,"(2958.4, 1737.1)","P8<br>NZ_JABNNH010000001.1.region025<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,2958.4,1737.1,0.30
NZ_JABNNH010000001.1.region026,49.0,True,"(523.42, 316.3)",P8<br>NZ_JABNNH010000001.1.region026<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,523.42,316.3,0.30
NZ_JABNNH010000001.1.region027,18.0,True,"(2450.4, 2710.7)",P8<br>NZ_JABNNH010000001.1.region027<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2450.4,2710.7,0.30
NZ_JABNNH010000001.1.region028,50.0,True,"(1769.4, 2992.5)","P8<br>NZ_JABNNH010000001.1.region028<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,1769.4,2992.5,0.30
NZ_JABNNH010000001.1.region029,51.0,True,"(464.37, 2992.5)",P8<br>NZ_JABNNH010000001.1.region029<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,464.37,2992.5,0.30
NZ_JABNNH010000001.1.region030,52.0,True,"(464.37, 2594.5)","P8<br>NZ_JABNNH010000001.1.region030<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,464.37,2594.5,0.30
NZ_JABNNH010000001.1.region031,23.0,True,"(1580.2, 1460.1)",P8<br>NZ_JABNNH010000001.1.region031<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1580.2,1460.1,0.30
NZ_JABNNH010000002.1.region001,36.0,True,"(2113.8, 1671.5)","P8<br>NZ_JABNNH010000002.1.region001<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,2113.8,1671.5,0.30
NZ_JABNNH010000002.1.region002,35.0,True,"(866.4, 618.71)",P8<br>NZ_JABNNH010000002.1.region002<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.96,BGC,866.4,618.71,0.30
NZ_JABNNH010000002.1.region003,2.0,True,"(2296.3, 594.11)",P8<br>NZ_JABNNH010000002.1.region003<br>['ectoine']<br>ectoine<br>1.00,BGC,2296.3,594.11,0.30
NZ_JABNNH010000002.1.region004,34.0,True,"(1516.7, 1535.2)","P8<br>NZ_JABNNH010000002.1.region004<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1516.7,1535.2,0.30
NC_009142.1.region001,34.0,True,"(1501.3, 1509.9)","P8<br>NC_009142.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1501.3,1509.9,0.30
NC_009142.1.region002,2.0,True,"(2228.8, 614.07)",P8<br>NC_009142.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,2228.8,614.07,0.30
NC_009142.1.region004,35.0,True,"(859.12, 662.48)",P8<br>NC_009142.1.region004<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00,BGC,859.12,662.48,0.30
NC_009142.1.region005,36.0,True,"(2135.8, 1659.4)","P8<br>NC_009142.1.region005<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,2135.8,1659.4,0.30
NC_009142.1.region006,1.0,True,"(1349.1, 1328.5)",P8<br>NC_009142.1.region006<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1349.1,1328.5,0.30
NC_009142.1.region007,8.0,True,"(2012.3, 2118.8)",P8<br>NC_009142.1.region007<br>['indole']<br>fortimicin<br>0.07,BGC,2012.3,2118.8,0.30
NC_009142.1.region008,21.0,True,"(1089.2, 1613.0)",P8<br>NC_009142.1.region008<br>['terpene']<br>SF2575<br>0.04,BGC,1089.2,1613.0,0.30
NC_009142.1.region009,37.0,True,"(584.33, 2722.7)",P8<br>NC_009142.1.region009<br>['T1PKS']<br>FR-900520<br>0.18,BGC,584.33,2722.7,0.30
NC_009142.1.region011,39.0,True,"(3079.9, 2940.1)","P8<br>NC_009142.1.region011<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,3079.9,2940.1,0.30
NC_009142.1.region012,40.0,True,"(1164.3, 2896.7)",P8<br>NC_009142.1.region012<br>['NRPS']<br>amychelin<br>0.44,BGC,1164.3,2896.7,0.30
NC_009142.1.region013,41.0,True,"(1481.5, 2039.5)","P8<br>NC_009142.1.region013<br>['NRPS-like', 'T1PKS']<br>microansamycin<br>0.43",BGC,1481.5,2039.5,0.30
NC_009142.1.region015,42.0,True,"(1793.6, 1599.1)","P8<br>NC_009142.1.region015<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1793.6,1599.1,0.30
NC_009142.1.region016,9.0,True,"(1118.9, 2144.9)",P8<br>NC_009142.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1118.9,2144.9,0.30
NC_009142.1.region017,43.0,True,"(1186.8, 1538.3)",P8<br>NC_009142.1.region017<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1186.8,1538.3,0.30
NC_009142.1.region018,20.0,True,"(1945.1, 775.11)",P8<br>NC_009142.1.region018<br>['terpene']<br>isorenieratene<br>0.57,BGC,1945.1,775.11,0.30
NC_009142.1.region019,12.0,True,"(2630.2, 1645.8)",P8<br>NC_009142.1.region019<br>['terpene']<br>neoantimycin<br>0.20,BGC,2630.2,1645.8,0.30
NC_009142.1.region020,15.0,True,"(1411.7, 2229.8)",P8<br>NC_009142.1.region020<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1411.7,2229.8,0.30
NC_009142.1.region021,44.0,True,"(1535.1, 1738.5)",P8<br>NC_009142.1.region021<br>['terpene']<br>geosmin<br>1.00,BGC,1535.1,1738.5,0.30
NC_009142.1.region022,22.0,True,"(1629.2, 574.68)",P8<br>NC_009142.1.region022<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,1629.2,574.68,0.30
NC_009142.1.region023,45.0,True,"(2985.8, 507.38)",P8<br>NC_009142.1.region023<br>['T1PKS']<br>E-837<br>1.00,BGC,2985.8,507.38,0.30
NC_009142.1.region024,46.0,True,"(1822.6, 1465.6)",P8<br>NC_009142.1.region024<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1822.6,1465.6,0.30
NC_009142.1.region025,10.0,True,"(1216.3, 1894.3)","P8<br>NC_009142.1.region025<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1216.3,1894.3,0.30
NC_009142.1.region028,47.0,True,"(1643.8, 2618.3)",P8<br>NC_009142.1.region028<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,1643.8,2618.3,0.30
NC_009142.1.region029,48.0,True,"(3043.1, 1699.6)","P8<br>NC_009142.1.region029<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,3043.1,1699.6,0.30
NC_009142.1.region030,49.0,True,"(509.67, 392.43)",P8<br>NC_009142.1.region030<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,509.67,392.43,0.30
NC_009142.1.region031,18.0,True,"(2409.5, 2642.5)",P8<br>NC_009142.1.region031<br>['terpene']<br>brasilicardin A<br>0.38,BGC,2409.5,2642.5,0.30
NC_009142.1.region032,50.0,True,"(1831.3, 2925.7)","P8<br>NC_009142.1.region032<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,1831.3,2925.7,0.30
NC_009142.1.region033,51.0,True,"(526.33, 2925.7)",P8<br>NC_009142.1.region033<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,526.33,2925.7,0.30
NC_009142.1.region034,52.0,True,"(478.4, 2552.1)","P8<br>NC_009142.1.region034<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,478.4,2552.1,0.30
NC_009142.1.region035,23.0,True,"(1557.5, 1485.6)",P8<br>NC_009142.1.region035<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1557.5,1485.6,0.30
NZ_PDBV01000001.1.region001,34.0,True,"(1525.1, 1520.2)","P8<br>NZ_PDBV01000001.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1525.1,1520.2,0.30
NZ_PDBV01000001.1.region002,2.0,True,"(2283.8, 627.77)",P8<br>NZ_PDBV01000001.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,2283.8,627.77,0.30
NZ_PDBV01000001.1.region003,35.0,True,"(830.87, 620.91)",P8<br>NZ_PDBV01000001.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00,BGC,830.87,620.91,0.30
NZ_PDBV01000001.1.region004,36.0,True,"(2135.6, 1635.1)","P8<br>NZ_PDBV01000001.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,2135.6,1635.1,0.30
NZ_PDBV01000001.1.region005,1.0,True,"(1322.2, 1327.0)",P8<br>NZ_PDBV01000001.1.region005<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1322.2,1327.0,0.30
NZ_PDBV01000001.1.region006,8.0,True,"(2020.5, 2088.7)",P8<br>NZ_PDBV01000001.1.region006<br>['indole']<br>fortimicin<br>0.07,BGC,2020.5,2088.7,0.30
NZ_PDBV01000001.1.region007,21.0,True,"(1105.4, 1610.4)",P8<br>NZ_PDBV01000001.1.region007<br>['terpene']<br>SF2575<br>0.04,BGC,1105.4,1610.4,0.30
NZ_PDBV01000001.1.region008,37.0,True,"(566.92, 2799.0)",P8<br>NZ_PDBV01000001.1.region008<br>['T1PKS']<br>FR-900520<br>0.18,BGC,566.92,2799.0,0.30
NZ_PDBV01000001.1.region010,39.0,True,"(3122.9, 3015.3)","P8<br>NZ_PDBV01000001.1.region010<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,3122.9,3015.3,0.30
NZ_PDBV01000001.1.region011,40.0,True,"(1146.9, 2973.0)",P8<br>NZ_PDBV01000001.1.region011<br>['NRPS']<br>amychelin<br>0.44,BGC,1146.9,2973.0,0.30
NZ_PDBV01000001.1.region012,41.0,True,"(1438.3, 2078.0)","P8<br>NZ_PDBV01000001.1.region012<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43",BGC,1438.3,2078.0,0.30
NZ_PDBV01000001.1.region014,42.0,True,"(1768.1, 1628.8)","P8<br>NZ_PDBV01000001.1.region014<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1768.1,1628.8,0.30
NZ_PDBV01000001.1.region015,9.0,True,"(1177.2, 2153.3)",P8<br>NZ_PDBV01000001.1.region015<br>['terpene']<br>geosmin<br>1.00,BGC,1177.2,2153.3,0.30
NZ_PDBV01000001.1.region016,43.0,True,"(1211.3, 1538.1)",P8<br>NZ_PDBV01000001.1.region016<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1211.3,1538.1,0.30
NZ_PDBV01000001.1.region017,20.0,True,"(1977.8, 797.7)",P8<br>NZ_PDBV01000001.1.region017<br>['terpene']<br>isorenieratene<br>0.57,BGC,1977.8,797.7,0.30
NZ_PDBV01000001.1.region018,12.0,True,"(2566.0, 1664.7)",P8<br>NZ_PDBV01000001.1.region018<br>['terpene']<br>neoantimycin<br>0.20,BGC,2566.0,1664.7,0.30
NZ_PDBV01000001.1.region019,15.0,True,"(1379.1, 2233.9)",P8<br>NZ_PDBV01000001.1.region019<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,1379.1,2233.9,0.30
